"entidad","nom_ent","mun","nom_mun","loc","nom_loc","ageb","mza","pobtot","pobmas","pobfem","p_0a2","p_0a2_m","p_0a2_f","p_3ymas","p_3ymas_m","p_3ymas_f","p_5ymas","p_5ymas_m","p_5ymas_f","p_12ymas","p_12ymas_m","p_12ymas_f","p_15ymas","p_15ymas_m","p_15ymas_f","p_18ymas","p_18ymas_m","p_18ymas_f","p_3a5","p_3a5_m","p_3a5_f","p_6a11","p_6a11_m","p_6a11_f","p_8a14","p_8a14_m","p_8a14_f","p_12a14","p_12a14_m","p_12a14_f","p_15a17","p_15a17_m","p_15a17_f","p_18a24","p_18a24_m","p_18a24_f","p_15a49_f","p_60ymas","p_60ymas_m","p_60ymas_f","rel_h_m","pob0_14","pob15_64","pob65_mas","prom_hnv","pnacent","pnacent_m","pnacent_f","pnacoe","pnacoe_m","pnacoe_f","pres2005","pres2005_m","pres2005_f","presoe05","presoe05_m","presoe05_f","p3ym_hli","p3ym_hli_m","p3ym_hli_f","p3hlinhe","p3hlinhe_m","p3hlinhe_f","p3hli_he","p3hli_he_m","p3hli_he_f","p5_hli","p5_hli_nhe","p5_hli_he","phog_ind","pcon_lim","pclim_mot","pclim_vis","pclim_leng","pclim_aud","pclim_mot2","pclim_men","pclim_men2","psin_lim","p3a5_noa","p3a5_noa_m","p3a5_noa_f","p6a11_noa","p6a11_noam","p6a11_noaf","p12a14noa","p12a14noam","p12a14noaf","p15a17a","p15a17a_m","p15a17a_f","p18a24a","p18a24a_m","p18a24a_f","p8a14an","p8a14an_m","p8a14an_f","p15ym_an","p15ym_an_m","p15ym_an_f","p15ym_se","p15ym_se_m","p15ym_se_f","p15pri_in","p15pri_inm","p15pri_inf","p15pri_co","p15pri_com","p15pri_cof","p15sec_in","p15sec_inm","p15sec_inf","p15sec_co","p15sec_com","p15sec_cof","p18ym_pb","p18ym_pb_m","p18ym_pb_f","graproes","graproes_m","graproes_f","pea","pea_m","pea_f","pe_inac","pe_inac_m","pe_inac_f","pocupada","pocupada_m","pocupada_f","pdesocup","pdesocup_m","pdesocup_f","psinder","pder_ss","pder_imss","pder_iste","pder_istee","pder_segp","p12ym_solt","p12ym_casa","p12ym_sepa","pcatolica","pncatolica","potras_rel","psin_relig","tothog","hogjef_m","hogjef_f","pobhog","phogjef_m","phogjef_f","vivtot","tvivhab","tvivpar","vivpar_hab","tvivparhab","vivpar_des","vivpar_ut","ocupvivpar","prom_ocup","pro_ocup_c","vph_pisodt","vph_pisoti","vph_1dor","vph_2ymasd","vph_1cuart","vph_2cuart","vph_3ymasc","vph_c_elec","vph_s_elec","vph_aguadv","vph_aguafv","vph_excsa","vph_drenaj","vph_nodren","vph_c_serv","vph_snbien","vph_radio","vph_tv","vph_refri","vph_lavad","vph_autom","vph_pc","vph_telef","vph_cel","vph_inter"
13,Hidalgo,000,Total de la entidad Hidalgo,0000,Total de la entidad,0000,000,2665018,1285222,1379796,148837,75727,73110,2495022,1198943,1296079,2388657,1145156,1243501,2012010,953933,1058077,1854450,874396,980054,1687601,790231,897370,159616,80856,78760,323396,164154,159242,372836,188715,184121,157560,79537,78023,166849,84165,82684,328923,156500,172423,734942,250715,117642,133073,93.15,789409,1678211,176239,2.45,2205221,1071730,1133491,418529,192923,225606,2216463,1050822,1165641,122511,59633,62878,369549,182084,187465,47203,17655,29548,314878,160931,153947,359972,43991,308688,560962,121412,63975,35671,11847,16582,6671,6247,10813,2511947,71923,36741,35182,6373,3436,2937,9466,5179,4287,111585,54405,57180,87932,42369,45563,12279,7129,5150,189764,71375,118389,173377,67020,106357,245989,119428,126561,300761,141978,158783,80756,44075,36681,464453,228116,236337,517512,243315,274197,8.10,8.22,7.98,1008815,693413,315402,993739,254774,738965,948072,643601,304471,60743,49812,10931,900595,1739207,523788,175387,7784,988166,687708,1130611,190848,2315687,221846,3132,62953,662651,504119,158532,2640428,2119267,521161,892866,669514,886003,662651,669408,152339,71013,2640428,3.98,1.06,613179,47184,230328,430449,35619,112258,512317,641806,18996,576090,84271,611631,565707,93365,513300,29361,527503,582739,474875,319965,266983,134561,182143,351070,75999
13,Hidalgo,001,Acatlán,0000,Total del municipio,0000,000,20077,9669,10408,1322,692,630,18733,8966,9767,17811,8493,9318,14672,6920,7752,13397,6275,7122,12004,5598,6406,1384,704,680,2677,1342,1335,3044,1524,1520,1275,645,630,1393,677,716,2505,1135,1370,5380,1853,889,964,92.90,6658,12108,1289,2.88,18176,8820,9356,1253,515,738,16439,7646,8793,291,146,145,52,22,30,0,0,0,32,10,22,51,0,32,149,840,445,238,86,102,58,54,63,18996,734,373,361,57,31,26,115,66,49,665,307,358,354,147,207,100,63,37,2044,887,1157,2242,1047,1195,2760,1374,1386,2654,1240,1414,610,314,296,3147,1478,1669,1600,677,923,6.01,5.89,6.12,7004,5358,1646,7571,1501,6070,6724,5109,1615,280,249,31,7734,12282,919,166,12,11068,4850,8647,1151,18881,616,0,134,4866,3768,1098,20062,16365,3697,6301,4871,6296,4866,4871,1190,240,20062,4.12,1.17,4618,237,1842,3015,247,885,3718,4592,263,3565,1282,3853,3159,1672,2505,129,4035,4307,3539,2260,2776,428,1247,2833,198
13,Hidalgo,001,Acatlán,0001,Total de la localidad urbana,0000,000,405,192,213,29,15,14,375,176,199,362,171,191,325,151,174,300,139,161,272,128,144,18,9,9,32,16,16,47,23,24,25,12,13,28,11,17,66,35,31,114,62,29,33,90.14,104,251,49,2.23,350,163,187,39,23,16,342,159,183,7,4,3,*,*,*,0,0,0,*,*,*,*,0,*,4,25,10,10,*,5,*,3,*,378,7,*,5,0,0,0,0,0,0,24,9,15,19,10,9,0,0,0,22,7,15,25,11,14,24,9,15,50,24,26,14,7,7,75,43,32,91,38,53,8.63,8.63,8.63,159,95,64,156,48,108,155,91,64,4,4,0,239,160,52,6,0,100,122,172,30,376,19,0,9,107,70,37,405,270,135,127,107,127,107,107,15,5,405,3.79,0.81,107,0,29,78,5,8,94,106,*,100,7,104,89,17,85,0,88,105,95,68,67,30,72,70,14
13,Hidalgo,001,Acatlán,0001,Total AGEB urbana,0043,000,405,192,213,29,15,14,375,176,199,362,171,191,325,151,174,300,139,161,272,128,144,18,9,9,32,16,16,47,23,24,25,12,13,28,11,17,66,35,31,114,62,29,33,90.14,104,251,49,2.23,350,163,187,39,23,16,342,159,183,7,4,3,*,*,*,0,0,0,*,*,*,*,0,*,4,25,10,10,*,5,*,3,*,378,7,*,5,0,0,0,0,0,0,24,9,15,19,10,9,0,0,0,22,7,15,25,11,14,24,9,15,50,24,26,14,7,7,75,43,32,91,38,53,8.63,8.63,8.63,159,95,64,156,48,108,155,91,64,4,4,0,239,160,52,6,0,100,122,172,30,376,19,0,9,107,70,37,405,270,135,127,107,127,107,107,15,5,405,3.79,0.81,107,0,29,78,5,8,94,106,*,100,7,104,89,17,85,0,88,105,95,68,67,30,72,70,14
13,Hidalgo,001,Acatlán,0001,Acatlán,0043,001,60,26,34,5,3,*,55,23,32,50,22,28,46,20,26,44,20,24,40,18,22,6,*,4,3,*,*,5,*,4,*,0,*,4,*,*,10,5,5,15,12,4,8,76.47,16,34,10,2.46,49,24,25,4,*,3,45,19,26,0,0,0,*,0,*,0,0,0,*,0,*,*,0,*,0,9,*,6,0,*,0,0,*,51,*,0,*,0,0,0,0,0,0,4,*,*,3,*,*,0,0,0,*,0,*,3,0,3,3,*,*,8,3,5,4,3,*,10,7,3,12,3,9,8.44,8.53,8.38,18,13,5,26,6,20,18,13,5,0,0,0,29,28,6,0,0,18,18,24,4,48,7,0,5,14,8,6,60,35,25,20,*,*,*,*,*,*,60,4.29,0.98,14,0,5,9,*,*,11,14,0,14,0,14,9,5,9,0,7,13,12,8,9,*,8,9,3
13,Hidalgo,001,Acatlán,0001,Acatlán,0043,002,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
13,Hidalgo,001,Acatlán,0001,Acatlán,0043,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Hidalgo,001,Acatlán,0001,Acatlán,0043,006,47,26,21,5,5,0,42,21,21,42,21,21,37,18,19,30,16,14,27,14,13,*,*,0,4,*,*,9,4,5,7,*,5,3,*,*,5,*,3,12,5,3,*,123.81,17,28,*,1.74,44,24,20,3,*,*,41,20,21,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,0,0,0,0,45,0,0,0,0,0,0,0,0,0,*,*,0,*,*,*,0,0,0,3,*,*,4,3,*,*,0,*,7,4,3,*,*,0,4,*,*,10,5,5,8.47,8.06,8.93,21,12,9,15,5,10,20,11,9,*,*,0,25,21,9,0,0,12,14,20,3,43,0,0,4,11,8,3,47,33,14,11,*,*,*,*,*,*,47,4.27,0.94,11,0,*,9,*,*,9,11,0,11,0,10,9,*,9,0,10,11,9,6,8,5,8,10,3
13,Hidalgo,001,Acatlán,0001,Acatlán,0043,007,61,31,30,5,0,5,56,31,25,54,29,25,50,27,23,48,26,22,44,24,20,3,3,0,3,*,*,4,*,3,*,*,*,4,*,*,6,4,*,14,13,8,5,103.33,13,37,11,2.39,53,27,26,8,4,4,52,28,24,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,0,*,*,0,59,*,*,0,0,0,0,0,0,0,3,*,*,*,0,*,0,0,0,7,3,4,8,5,3,*,0,*,8,4,4,*,*,0,19,9,10,8,5,3,7.40,7.38,7.41,20,17,3,25,6,19,20,17,3,0,0,0,42,18,6,0,0,12,14,32,4,56,5,0,0,17,12,5,61,37,24,18,*,*,*,*,*,*,61,3.59,0.72,17,0,3,14,0,*,16,17,0,17,0,17,16,*,16,0,15,17,17,12,9,4,13,10,*
13,Hidalgo,001,Acatlán,0001,Acatlán,0043,008,28,16,12,3,*,*,25,14,11,25,14,11,19,10,9,17,9,8,15,8,7,0,0,0,6,4,*,7,5,*,*,*,*,*,*,*,4,*,*,7,3,*,*,133.33,11,15,*,2.11,21,11,10,7,5,*,23,13,10,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,*,0,*,*,*,0,0,0,0,*,0,*,*,0,*,0,0,0,*,*,0,4,0,4,7,4,3,*,*,0,8.29,9.33,7.13,10,8,*,9,*,7,10,8,*,0,0,0,15,13,0,0,0,13,5,14,0,28,0,0,0,7,6,*,28,25,3,11,*,*,*,*,*,*,28,4,1.22,7,0,*,5,*,*,4,7,0,7,0,6,5,*,5,0,5,7,4,3,3,*,*,6,0
