"entidad","nom_ent","mun","nom_mun","loc","nom_loc","ageb","mza","pobtot","pobmas","pobfem","p_0a2","p_0a2_m","p_0a2_f","p_3ymas","p_3ymas_m","p_3ymas_f","p_5ymas","p_5ymas_m","p_5ymas_f","p_12ymas","p_12ymas_m","p_12ymas_f","p_15ymas","p_15ymas_m","p_15ymas_f","p_18ymas","p_18ymas_m","p_18ymas_f","p_3a5","p_3a5_m","p_3a5_f","p_6a11","p_6a11_m","p_6a11_f","p_8a14","p_8a14_m","p_8a14_f","p_12a14","p_12a14_m","p_12a14_f","p_15a17","p_15a17_m","p_15a17_f","p_18a24","p_18a24_m","p_18a24_f","p_15a49_f","p_60ymas","p_60ymas_m","p_60ymas_f","rel_h_m","pob0_14","pob15_64","pob65_mas","prom_hnv","pnacent","pnacent_m","pnacent_f","pnacoe","pnacoe_m","pnacoe_f","pres2005","pres2005_m","pres2005_f","presoe05","presoe05_m","presoe05_f","p3ym_hli","p3ym_hli_m","p3ym_hli_f","p3hlinhe","p3hlinhe_m","p3hlinhe_f","p3hli_he","p3hli_he_m","p3hli_he_f","p5_hli","p5_hli_nhe","p5_hli_he","phog_ind","pcon_lim","pclim_mot","pclim_vis","pclim_leng","pclim_aud","pclim_mot2","pclim_men","pclim_men2","psin_lim","p3a5_noa","p3a5_noa_m","p3a5_noa_f","p6a11_noa","p6a11_noam","p6a11_noaf","p12a14noa","p12a14noam","p12a14noaf","p15a17a","p15a17a_m","p15a17a_f","p18a24a","p18a24a_m","p18a24a_f","p8a14an","p8a14an_m","p8a14an_f","p15ym_an","p15ym_an_m","p15ym_an_f","p15ym_se","p15ym_se_m","p15ym_se_f","p15pri_in","p15pri_inm","p15pri_inf","p15pri_co","p15pri_com","p15pri_cof","p15sec_in","p15sec_inm","p15sec_inf","p15sec_co","p15sec_com","p15sec_cof","p18ym_pb","p18ym_pb_m","p18ym_pb_f","graproes","graproes_m","graproes_f","pea","pea_m","pea_f","pe_inac","pe_inac_m","pe_inac_f","pocupada","pocupada_m","pocupada_f","pdesocup","pdesocup_m","pdesocup_f","psinder","pder_ss","pder_imss","pder_iste","pder_istee","pder_segp","p12ym_solt","p12ym_casa","p12ym_sepa","pcatolica","pncatolica","potras_rel","psin_relig","tothog","hogjef_m","hogjef_f","pobhog","phogjef_m","phogjef_f","vivtot","tvivhab","tvivpar","vivpar_hab","tvivparhab","vivpar_des","vivpar_ut","ocupvivpar","prom_ocup","pro_ocup_c","vph_pisodt","vph_pisoti","vph_1dor","vph_2ymasd","vph_1cuart","vph_2cuart","vph_3ymasc","vph_c_elec","vph_s_elec","vph_aguadv","vph_aguafv","vph_excsa","vph_drenaj","vph_nodren","vph_c_serv","vph_snbien","vph_radio","vph_tv","vph_refri","vph_lavad","vph_autom","vph_pc","vph_telef","vph_cel","vph_inter"
27,Tabasco,000,Total de la entidad Tabasco,0000,Total de la entidad,0000,000,2238603,1100758,1137845,131454,67216,64238,2082171,1021027,1061144,1989933,974049,1015884,1676461,814956,861505,1544096,748100,795996,1406957,679118,727839,136898,69682,67216,268812,136389,132423,311933,158200,153733,132365,66856,65509,137139,68982,68157,293960,142977,150983,626206,167927,82702,85225,96.74,669529,1427895,116201,2.38,2007173,983913,1023260,197670,99882,97788,1935521,945472,990049,39263,20231,19032,61256,31801,29455,607,221,386,56924,29667,27257,60526,533,56367,116197,87235,42227,28049,8834,7266,3973,3776,9775,2112030,47241,24329,22912,7390,3872,3518,9519,4678,4841,99015,50432,48583,83723,42298,41425,13309,7821,5488,108954,41874,67080,95569,37614,57955,232934,109362,123572,220516,101111,119405,65965,34889,31076,364477,180385,184092,507420,258265,249155,8.64,8.88,8.41,816385,605506,210879,850536,203626,646910,777170,572748,204422,39215,32758,6457,564426,1645246,315783,89348,74001,1000075,563672,945291,164833,1444672,536816,898,212222,559114,429930,129184,2209086,1769797,439289,662491,567233,654372,559114,567175,69701,25557,2209086,3.95,1.18,520114,35993,231694,325254,75621,85498,395073,549911,7651,410559,145957,533727,531759,23399,399455,18963,373316,504036,463188,389245,148521,117126,122211,355430,68714
27,Tabasco,001,Balancán,0000,Total del municipio,0000,000,56739,28318,28421,3228,1684,1544,53383,26569,26814,50915,25259,25656,42581,21090,21491,38831,19192,19639,35031,17256,17775,3606,1891,1715,7196,3588,3608,8575,4343,4232,3750,1898,1852,3800,1936,1864,6697,3255,3442,14908,5329,2936,2393,99.64,17780,35035,3796,2.81,50462,25074,25388,5845,3029,2816,48939,24153,24786,1379,737,642,732,382,350,35,15,20,642,335,307,698,23,624,1336,2383,1223,564,283,233,122,130,265,53904,1114,614,500,235,117,118,318,155,163,2696,1360,1336,1754,899,855,408,234,174,4448,1854,2594,4131,1824,2307,8392,4372,4020,6260,3095,3165,1954,1026,928,8735,4128,4607,8025,4141,3884,7.09,7.18,7.01,19352,15777,3575,22989,5166,17823,18893,15378,3515,459,399,60,7906,48668,1055,2549,698,43094,13822,24559,4133,36583,12163,10,7373,14997,11865,3132,56575,46451,10124,18858,15035,18820,14997,15033,2420,1403,56575,3.77,1.28,13672,1289,8179,6779,2689,2840,9418,14151,816,11400,3536,14108,14058,849,10993,1006,8224,12885,10843,8803,3038,1714,2630,6413,617
27,Tabasco,001,Balancán,0001,Total de la localidad urbana,0000,000,13030,6231,6799,671,339,332,12269,5848,6421,11714,5538,6176,9986,4687,5299,9290,4358,4932,8516,3976,4540,800,447,353,1483,714,769,1695,823,872,696,329,367,774,382,392,1636,795,841,3761,1150,547,603,91.65,3650,8489,801,2.24,11735,5579,6156,1167,588,579,11365,5364,6001,287,145,142,90,47,43,3,0,3,66,34,32,90,3,66,201,498,285,100,52,23,24,29,44,12404,192,110,82,27,18,9,54,29,25,607,286,321,724,378,346,28,16,12,520,190,330,539,214,325,1221,564,657,1060,473,587,359,180,179,1936,843,1093,3795,1921,1874,9.42,9.74,9.13,5297,3434,1863,4655,1236,3419,5189,3354,1835,108,80,28,1263,11662,679,1666,428,8194,3257,5562,1152,9437,2196,0,1110,3606,2557,1049,12942,9684,3258,4961,3636,4931,3606,3635,524,801,12942,3.59,1.14,3530,73,1779,1820,706,508,2384,3579,23,3490,107,3559,3574,22,3462,48,2259,3413,3147,2769,1111,1052,693,2900,487
27,Tabasco,001,Balancán,0001,Total AGEB urbana,0401,000,2107,1007,1100,106,57,49,1989,946,1043,1894,890,1004,1645,762,883,1541,716,825,1417,659,758,135,85,50,209,99,110,240,113,127,104,46,58,124,57,67,286,140,146,612,206,94,112,91.55,554,1397,144,2.21,1856,894,962,234,108,126,1816,849,967,64,34,30,23,9,14,*,0,*,19,8,11,23,*,19,43,104,62,22,10,8,6,10,5,1986,28,15,13,3,3,0,6,3,3,102,44,58,131,65,66,*,*,*,84,29,55,81,29,52,193,88,105,161,69,92,49,26,23,281,116,165,713,365,348,9.88,10.31,9.50,873,552,321,771,209,562,850,536,314,23,16,7,204,1888,143,321,54,1266,548,913,183,1598,314,0,120,603,413,190,2095,1513,582,894,607,890,603,607,118,169,2095,3.47,1.12,595,8,343,257,143,86,373,602,*,599,*,600,601,*,599,3,394,577,531,461,206,221,161,494,119
27,Tabasco,001,Balancán,0001,Balancán,0401,001,57,26,31,3,*,*,54,25,29,53,25,28,45,20,25,44,19,25,43,18,25,7,4,3,*,*,*,*,*,0,*,*,0,*,*,0,7,4,3,13,11,*,9,83.87,13,36,8,3.12,55,25,30,*,*,*,52,25,27,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,*,*,0,*,3,*,50,0,0,0,0,0,0,0,0,0,*,*,0,3,*,*,0,0,0,3,0,3,3,0,3,7,3,4,*,0,*,*,0,*,9,4,5,23,12,11,10.73,12.26,9.56,27,16,11,18,4,14,26,15,11,*,*,0,*,56,0,14,8,33,10,26,9,49,4,0,4,19,12,7,57,38,19,24,*,*,*,*,*,*,57,3,0.84,19,0,14,5,*,0,18,19,0,19,0,19,19,0,19,0,11,18,19,12,6,6,5,14,*
27,Tabasco,001,Balancán,0001,Balancán,0401,002,40,19,21,0,0,0,40,19,21,39,19,20,35,16,19,31,15,16,30,15,15,*,0,*,4,3,*,6,*,4,4,*,3,*,0,*,*,*,*,8,11,6,5,90.48,9,24,7,1.53,37,17,20,3,*,*,39,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,*,0,38,0,0,0,0,0,0,*,*,0,*,0,*,*,*,0,0,0,0,*,*,*,0,0,0,3,*,*,4,*,*,0,0,0,7,*,6,14,9,5,10.73,11.64,9.94,17,12,5,18,4,14,17,12,5,0,0,0,0,40,3,11,0,12,12,23,0,31,7,0,*,12,11,*,40,37,3,21,*,*,*,*,*,*,40,3.33,0.69,12,0,4,8,0,0,12,12,0,12,0,12,12,0,12,0,6,12,12,11,8,7,9,10,4
27,Tabasco,001,Balancán,0001,Balancán,0401,003,30,14,16,3,*,*,27,12,15,26,11,15,24,11,13,24,11,13,23,11,12,*,*,0,*,0,*,*,0,*,0,0,0,*,0,*,*,0,*,6,8,5,3,87.50,6,17,7,2.92,29,13,16,*,*,0,26,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,*,*,*,28,0,0,0,0,0,0,0,0,0,*,0,*,*,0,*,0,0,0,0,0,0,0,0,0,6,3,3,*,*,0,0,0,0,4,*,3,12,6,6,9.38,9.55,9.23,13,10,3,11,*,10,13,10,3,0,0,0,*,28,*,*,*,21,4,18,*,25,0,0,5,10,9,*,30,24,6,13,*,*,*,*,*,*,30,3,0.75,10,0,7,3,*,*,8,10,0,10,0,10,10,0,10,0,9,10,10,8,6,4,8,9,3
27,Tabasco,001,Balancán,0001,Balancán,0401,004,54,25,29,3,*,*,48,22,26,47,21,26,44,18,26,43,18,25,38,17,21,*,*,0,*,*,0,*,*,*,*,0,*,5,*,4,7,5,*,16,9,4,5,86.21,8,36,7,1.54,43,22,21,8,*,6,42,19,23,5,*,3,*,0,*,*,0,*,0,0,0,*,*,0,0,*,*,0,0,0,0,0,0,50,0,0,0,0,0,0,*,0,*,5,*,4,4,3,*,0,0,0,*,0,*,*,0,*,4,*,*,5,*,3,*,0,*,8,3,5,22,11,11,10.77,11.11,10.52,24,12,12,20,6,14,23,11,12,*,*,0,3,48,4,8,10,26,15,20,9,46,4,0,*,16,11,5,51,34,17,21,*,*,*,*,*,*,51,3.19,0.80,16,0,9,7,*,*,14,16,0,16,0,16,16,0,16,0,13,15,15,11,9,9,10,13,5
27,Tabasco,001,Balancán,0001,Balancán,0401,005,123,58,65,9,4,5,114,54,60,105,48,57,94,41,53,86,38,48,79,35,44,12,8,4,8,5,3,13,6,7,8,3,5,7,3,4,26,12,14,34,8,0,8,89.23,37,79,7,2.32,109,54,55,14,4,10,91,41,50,14,7,7,5,*,3,*,0,*,4,*,*,5,*,4,9,*,0,*,0,0,0,*,0,121,3,*,*,*,*,0,0,0,0,6,3,3,9,*,7,0,0,0,5,0,5,5,*,4,11,*,9,13,3,10,3,*,*,15,8,7,38,23,15,9.40,11.13,8.02,53,33,20,41,8,33,49,29,20,4,4,0,21,101,13,23,3,67,31,53,10,92,19,0,12,36,26,10,123,98,25,45,*,*,*,*,*,*,123,3.42,1.17,36,0,19,17,12,*,22,36,0,36,0,36,36,0,36,0,22,36,32,27,7,10,4,26,*
27,Tabasco,001,Balancán,0001,Balancán,0401,006,43,21,22,*,*,*,41,20,21,40,19,21,35,18,17,31,16,15,29,15,14,*,*,0,4,0,4,6,*,4,4,*,*,*,*,*,3,*,*,10,7,3,4,95.45,12,26,5,2.53,38,17,21,5,4,*,39,19,20,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,*,0,41,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,3,*,*,6,*,4,*,0,*,*,0,*,4,*,*,14,9,5,9,10.06,7.87,21,16,5,14,*,12,19,15,4,*,*,*,8,35,5,*,7,20,13,20,*,29,7,0,7,12,10,*,43,37,6,19,*,*,*,*,*,*,43,3.58,1.10,12,0,5,7,*,*,9,12,0,11,*,12,12,0,11,0,10,12,10,9,6,3,4,7,3
