"entidad","nom_ent","mun","nom_mun","loc","nom_loc","ageb","mza","pobtot","pobmas","pobfem","p_0a2","p_0a2_m","p_0a2_f","p_3ymas","p_3ymas_m","p_3ymas_f","p_5ymas","p_5ymas_m","p_5ymas_f","p_12ymas","p_12ymas_m","p_12ymas_f","p_15ymas","p_15ymas_m","p_15ymas_f","p_18ymas","p_18ymas_m","p_18ymas_f","p_3a5","p_3a5_m","p_3a5_f","p_6a11","p_6a11_m","p_6a11_f","p_8a14","p_8a14_m","p_8a14_f","p_12a14","p_12a14_m","p_12a14_f","p_15a17","p_15a17_m","p_15a17_f","p_18a24","p_18a24_m","p_18a24_f","p_15a49_f","p_60ymas","p_60ymas_m","p_60ymas_f","rel_h_m","pob0_14","pob15_64","pob65_mas","prom_hnv","pnacent","pnacent_m","pnacent_f","pnacoe","pnacoe_m","pnacoe_f","pres2005","pres2005_m","pres2005_f","presoe05","presoe05_m","presoe05_f","p3ym_hli","p3ym_hli_m","p3ym_hli_f","p3hlinhe","p3hlinhe_m","p3hlinhe_f","p3hli_he","p3hli_he_m","p3hli_he_f","p5_hli","p5_hli_nhe","p5_hli_he","phog_ind","pcon_lim","pclim_mot","pclim_vis","pclim_leng","pclim_aud","pclim_mot2","pclim_men","pclim_men2","psin_lim","p3a5_noa","p3a5_noa_m","p3a5_noa_f","p6a11_noa","p6a11_noam","p6a11_noaf","p12a14noa","p12a14noam","p12a14noaf","p15a17a","p15a17a_m","p15a17a_f","p18a24a","p18a24a_m","p18a24a_f","p8a14an","p8a14an_m","p8a14an_f","p15ym_an","p15ym_an_m","p15ym_an_f","p15ym_se","p15ym_se_m","p15ym_se_f","p15pri_in","p15pri_inm","p15pri_inf","p15pri_co","p15pri_com","p15pri_cof","p15sec_in","p15sec_inm","p15sec_inf","p15sec_co","p15sec_com","p15sec_cof","p18ym_pb","p18ym_pb_m","p18ym_pb_f","graproes","graproes_m","graproes_f","pea","pea_m","pea_f","pe_inac","pe_inac_m","pe_inac_f","pocupada","pocupada_m","pocupada_f","pdesocup","pdesocup_m","pdesocup_f","psinder","pder_ss","pder_imss","pder_iste","pder_istee","pder_segp","p12ym_solt","p12ym_casa","p12ym_sepa","pcatolica","pncatolica","potras_rel","psin_relig","tothog","hogjef_m","hogjef_f","pobhog","phogjef_m","phogjef_f","vivtot","tvivhab","tvivpar","vivpar_hab","tvivparhab","vivpar_des","vivpar_ut","ocupvivpar","prom_ocup","pro_ocup_c","vph_pisodt","vph_pisoti","vph_1dor","vph_2ymasd","vph_1cuart","vph_2cuart","vph_3ymasc","vph_c_elec","vph_s_elec","vph_aguadv","vph_aguafv","vph_excsa","vph_drenaj","vph_nodren","vph_c_serv","vph_snbien","vph_radio","vph_tv","vph_refri","vph_lavad","vph_autom","vph_pc","vph_telef","vph_cel","vph_inter"
29,Tlaxcala,000,Total de la entidad Tlaxcala,0000,Total de la entidad,0000,000,1169936,565775,604161,67427,34268,33159,1097069,528813,568256,1048423,504101,544322,877052,417024,460028,806459,381458,425001,733554,344648,388906,72788,36964,35824,147229,74825,72404,168415,85121,83294,70593,35566,35027,72905,36810,36095,151048,73427,77621,327605,98229,46077,52152,93.65,358037,736760,69699,2.39,970594,475524,495070,189196,85221,103975,998918,478750,520168,38100,18147,19953,27959,14051,13908,277,79,198,25253,12749,12504,27653,273,24988,64723,43837,23136,12422,4395,5637,2622,2279,3404,1116104,33580,17120,16460,2722,1480,1242,4422,2443,1979,51536,25146,26390,43833,21412,22421,3477,2047,1430,41879,14306,27573,42931,16043,26888,82110,36563,45547,150629,68904,81725,38606,21411,17195,211998,104705,107293,253979,122308,131671,8.78,8.95,8.62,457049,306633,150416,416341,108275,308066,434523,288888,145635,22526,17745,4781,441828,720545,211711,67107,4567,411115,307113,493312,75237,1062465,67336,1421,14928,272507,210993,61514,1163558,940159,223399,336256,274243,334520,272507,274202,43081,18932,1163558,4.27,1.13,261079,10495,94344,177333,17327,46085,207949,268330,3278,259620,11872,260063,256681,14618,246048,5352,227622,256650,180737,132257,98782,53921,86305,148455,32667
29,Tlaxcala,001,Amaxac de Guerrero,0000,Total del municipio,0000,000,9875,4819,5056,534,282,252,9281,4507,4774,8931,4337,4594,7546,3615,3931,6959,3310,3649,6394,3028,3366,564,287,277,1171,605,566,1357,692,665,587,305,282,565,282,283,1272,649,623,2780,901,417,484,95.31,2856,6303,656,2.30,8393,4173,4220,1396,605,791,8528,4115,4413,324,170,154,173,97,76,0,0,0,154,86,68,173,0,154,438,565,320,165,44,79,32,24,35,9175,231,114,117,20,8,12,23,12,11,448,218,230,477,252,225,17,9,8,187,51,136,190,59,131,511,203,308,1052,473,579,289,160,129,1640,832,808,3043,1472,1571,9.87,10.08,9.69,4022,2558,1464,3503,1042,2461,3789,2384,1405,233,174,59,3467,6327,2637,854,85,2535,2684,4259,597,8210,1344,6,58,2361,1846,515,9815,8062,1753,2869,2381,2849,2361,2381,303,185,9815,4.16,1.05,2293,61,821,1530,158,359,1833,2320,30,2240,111,2253,2263,88,2151,36,1982,2211,1696,1132,919,613,900,1463,387
29,Tlaxcala,001,Amaxac de Guerrero,0001,Total de la localidad urbana,0000,000,9114,4438,4676,494,261,233,8566,4150,4416,8250,3996,4254,6963,3332,3631,6423,3052,3371,5914,2799,3115,515,262,253,1088,556,532,1264,641,623,540,280,260,509,253,256,1170,598,572,2564,834,389,445,94.91,2637,5822,601,2.27,7743,3843,3900,1294,559,735,7878,3786,4092,296,161,135,169,94,75,0,0,0,150,83,67,169,0,150,425,516,287,154,42,75,26,18,33,8476,210,103,107,18,6,12,21,11,10,416,204,212,442,233,209,16,8,8,168,48,120,169,57,112,446,169,277,945,418,527,270,151,119,1497,754,743,2875,1398,1477,9.97,10.19,9.77,3704,2345,1359,3238,972,2266,3484,2179,1305,220,166,54,3336,5706,2483,834,71,2134,2457,3952,548,7532,1283,6,58,2173,1700,473,9060,7435,1625,2640,2191,2622,2173,2191,277,172,9060,4.17,1.04,2112,54,716,1447,131,323,1708,2137,26,2068,95,2088,2098,65,1996,31,1830,2039,1581,1056,859,586,874,1363,377
29,Tlaxcala,001,Amaxac de Guerrero,0001,Total AGEB urbana,003A,000,1096,537,559,68,38,30,1019,495,524,980,473,507,806,389,417,743,355,388,685,328,357,66,32,34,147,74,73,166,85,81,63,34,29,58,27,31,138,70,68,309,77,32,45,96.06,344,689,54,2.21,984,497,487,103,36,67,952,459,493,22,10,12,22,13,9,0,0,0,21,12,9,22,0,21,53,53,25,17,7,5,*,3,3,1030,26,10,16,0,0,0,*,*,*,47,21,26,43,23,20,3,*,*,18,8,10,19,8,11,58,23,35,108,51,57,40,20,20,189,89,100,315,156,159,9.74,9.90,9.60,437,278,159,368,110,258,401,252,149,36,26,10,366,719,280,90,0,315,278,480,48,879,175,0,5,252,198,54,1087,885,202,293,255,290,252,255,27,11,1087,4.31,1.15,243,8,93,158,14,50,187,247,4,241,10,235,235,16,227,6,199,233,149,95,88,59,80,147,33
29,Tlaxcala,001,Amaxac de Guerrero,0001,Amaxac de Guerrero,003A,001,196,95,101,10,5,5,186,90,96,174,82,92,145,66,79,129,61,68,119,56,63,17,11,6,24,13,11,33,14,19,16,5,11,10,5,5,25,13,12,54,11,4,7,94.06,67,121,8,1.85,176,88,88,20,7,13,166,76,90,7,5,*,6,4,*,0,0,0,6,4,*,6,0,6,14,4,0,*,*,*,0,0,0,192,5,*,3,0,0,0,0,0,0,6,3,3,10,6,4,*,0,*,*,*,*,*,*,*,4,*,3,21,9,12,8,6,*,28,13,15,65,31,34,10.23,10.38,10.10,77,47,30,68,19,49,69,41,28,8,6,*,58,138,46,26,0,66,49,87,9,180,10,0,0,46,33,13,196,146,50,51,*,*,*,*,*,*,196,4.26,1.07,45,*,11,35,*,5,39,44,*,44,*,44,43,3,42,*,40,43,32,21,21,14,14,29,7
29,Tlaxcala,001,Amaxac de Guerrero,0001,Amaxac de Guerrero,003A,002,108,59,49,14,9,5,88,47,41,83,45,38,68,36,32,65,33,32,64,33,31,7,3,4,13,8,5,13,10,3,3,3,0,*,0,*,15,8,7,24,7,3,4,120.41,37,60,5,2.72,95,54,41,7,*,5,81,45,36,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,100,3,0,3,0,0,0,0,0,0,*,0,*,7,4,3,0,0,0,3,*,*,3,*,*,3,0,3,*,0,*,0,0,0,13,5,8,44,26,18,11.45,11.97,10.91,46,30,16,22,6,16,45,29,16,*,*,0,48,53,20,17,0,14,21,44,3,102,0,0,0,24,20,4,102,81,21,29,*,*,*,*,*,*,102,4.25,1.16,24,0,9,15,*,3,20,24,0,24,0,22,23,*,23,0,20,24,19,13,11,9,9,16,5
29,Tlaxcala,001,Amaxac de Guerrero,0001,Amaxac de Guerrero,003A,003,21,8,13,0,0,0,21,8,13,20,8,12,15,6,9,14,6,8,13,6,7,*,0,*,4,*,*,4,*,3,*,0,*,*,0,*,*,0,*,6,*,*,*,61.54,7,14,0,1.78,16,7,9,5,*,4,20,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,20,*,0,*,0,0,0,0,0,0,*,0,*,*,0,*,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,*,0,*,6,3,3,5,*,3,9.79,10.17,9.50,6,5,*,9,*,8,4,3,*,*,*,0,4,17,0,*,0,15,3,12,0,20,0,0,0,5,5,0,21,21,0,5,*,*,*,*,*,*,21,4.20,1.24,4,*,0,5,0,*,3,5,0,5,0,4,5,0,5,*,3,4,*,*,*,0,*,*,0
29,Tlaxcala,001,Amaxac de Guerrero,0001,Amaxac de Guerrero,003A,004,61,26,35,4,0,4,57,26,31,56,25,31,46,21,25,43,20,23,40,17,23,*,*,0,10,4,6,10,4,6,3,*,*,3,3,0,11,5,6,18,*,0,*,74.29,18,41,*,1.96,55,26,29,6,0,6,53,23,30,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,0,*,*,*,59,0,0,0,0,0,0,0,0,0,3,3,0,3,*,*,0,0,0,0,0,0,0,0,0,3,0,3,4,*,*,*,*,0,10,3,7,23,12,11,10.84,11.75,10.04,25,16,9,21,5,16,22,13,9,3,3,0,33,28,14,7,0,7,20,25,*,42,19,0,0,12,8,4,61,39,22,13,*,*,*,*,*,*,61,5.08,1.17,12,0,4,8,*,3,8,12,0,11,*,12,12,0,11,0,10,12,8,8,9,4,5,11,3
29,Tlaxcala,001,Amaxac de Guerrero,0001,Amaxac de Guerrero,003A,005,21,8,13,0,0,0,21,8,13,20,8,12,17,8,9,16,7,9,14,6,8,3,0,3,*,0,*,*,*,0,*,*,0,*,*,*,3,*,*,6,*,*,*,61.54,5,14,*,2.67,18,8,10,3,0,3,20,8,12,0,0,0,*,0,*,0,0,0,*,0,*,*,0,*,4,*,*,0,0,0,0,0,0,18,*,0,*,0,0,0,0,0,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,3,0,3,*,0,*,*,*,0,*,*,*,8,4,4,9.94,11.57,8.67,8,3,5,9,5,4,8,3,5,0,0,0,*,18,11,*,0,6,10,4,3,19,0,0,0,5,3,*,21,15,6,6,*,*,*,*,*,*,21,4.20,1,5,0,0,5,0,0,5,5,0,5,0,5,5,0,5,0,3,5,4,4,*,*,3,3,*
29,Tlaxcala,001,Amaxac de Guerrero,0001,Amaxac de Guerrero,003A,006,52,24,28,7,4,3,45,20,25,43,19,24,35,17,18,34,16,18,33,16,17,4,*,*,6,*,5,5,*,4,*,*,0,*,0,*,7,3,4,14,7,4,3,85.71,18,29,5,2.89,46,22,24,6,*,4,41,19,22,*,0,*,*,*,*,0,0,0,*,*,*,*,0,*,5,*,*,0,0,0,0,0,0,50,*,*,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,*,0,*,0,0,0,6,3,3,*,*,*,3,*,*,6,4,*,17,6,11,10.41,9,11.67,19,13,6,16,4,12,16,10,6,3,3,0,12,40,8,*,0,30,6,29,0,48,4,0,0,9,9,0,52,52,0,10,*,*,*,*,*,*,52,5.78,1.49,9,0,3,6,0,*,8,9,0,9,0,9,9,0,9,*,7,7,6,3,3,*,*,5,*
