"entidad","nom_ent","mun","nom_mun","loc","nom_loc","ageb","mza","pobtot","pobmas","pobfem","p_0a2","p_0a2_m","p_0a2_f","p_3ymas","p_3ymas_m","p_3ymas_f","p_5ymas","p_5ymas_m","p_5ymas_f","p_12ymas","p_12ymas_m","p_12ymas_f","p_15ymas","p_15ymas_m","p_15ymas_f","p_18ymas","p_18ymas_m","p_18ymas_f","p_3a5","p_3a5_m","p_3a5_f","p_6a11","p_6a11_m","p_6a11_f","p_8a14","p_8a14_m","p_8a14_f","p_12a14","p_12a14_m","p_12a14_f","p_15a17","p_15a17_m","p_15a17_f","p_18a24","p_18a24_m","p_18a24_f","p_15a49_f","p_60ymas","p_60ymas_m","p_60ymas_f","rel_h_m","pob0_14","pob15_64","pob65_mas","prom_hnv","pnacent","pnacent_m","pnacent_f","pnacoe","pnacoe_m","pnacoe_f","pres2005","pres2005_m","pres2005_f","presoe05","presoe05_m","presoe05_f","p3ym_hli","p3ym_hli_m","p3ym_hli_f","p3hlinhe","p3hlinhe_m","p3hlinhe_f","p3hli_he","p3hli_he_m","p3hli_he_f","p5_hli","p5_hli_nhe","p5_hli_he","phog_ind","pcon_lim","pclim_mot","pclim_vis","pclim_leng","pclim_aud","pclim_mot2","pclim_men","pclim_men2","psin_lim","p3a5_noa","p3a5_noa_m","p3a5_noa_f","p6a11_noa","p6a11_noam","p6a11_noaf","p12a14noa","p12a14noam","p12a14noaf","p15a17a","p15a17a_m","p15a17a_f","p18a24a","p18a24a_m","p18a24a_f","p8a14an","p8a14an_m","p8a14an_f","p15ym_an","p15ym_an_m","p15ym_an_f","p15ym_se","p15ym_se_m","p15ym_se_f","p15pri_in","p15pri_inm","p15pri_inf","p15pri_co","p15pri_com","p15pri_cof","p15sec_in","p15sec_inm","p15sec_inf","p15sec_co","p15sec_com","p15sec_cof","p18ym_pb","p18ym_pb_m","p18ym_pb_f","graproes","graproes_m","graproes_f","pea","pea_m","pea_f","pe_inac","pe_inac_m","pe_inac_f","pocupada","pocupada_m","pocupada_f","pdesocup","pdesocup_m","pdesocup_f","psinder","pder_ss","pder_imss","pder_iste","pder_istee","pder_segp","p12ym_solt","p12ym_casa","p12ym_sepa","pcatolica","pncatolica","potras_rel","psin_relig","tothog","hogjef_m","hogjef_f","pobhog","phogjef_m","phogjef_f","vivtot","tvivhab","tvivpar","vivpar_hab","tvivparhab","vivpar_des","vivpar_ut","ocupvivpar","prom_ocup","pro_ocup_c","vph_pisodt","vph_pisoti","vph_1dor","vph_2ymasd","vph_1cuart","vph_2cuart","vph_3ymasc","vph_c_elec","vph_s_elec","vph_aguadv","vph_aguafv","vph_excsa","vph_drenaj","vph_nodren","vph_c_serv","vph_snbien","vph_radio","vph_tv","vph_refri","vph_lavad","vph_autom","vph_pc","vph_telef","vph_cel","vph_inter"
23,Quintana Roo,000,Total de la entidad Quintana Roo,0000,Total de la entidad,0000,000,1325578,673220,652358,78628,40092,38536,1227759,623441,604318,1173159,595830,577329,996474,506178,490296,924855,469889,454966,848755,431329,417426,80118,40568,39550,151167,76695,74472,172235,87424,84811,71619,36289,35330,76100,38560,37540,188099,95370,92729,383279,63965,32503,31462,103.20,381532,885368,39487,1.98,577417,291423,285994,696831,355730,341101,1000344,505937,494407,143899,73762,70137,198587,106701,91886,9546,3598,5948,181781,99294,82487,196060,8867,180035,391931,40228,18492,14343,4540,3521,2301,1873,3382,1244177,37264,18848,18416,4768,2467,2301,4735,2389,2346,53278,27054,26224,40383,20575,19808,5771,3316,2455,44137,17709,26428,48254,20694,27560,94290,45012,49278,121158,57289,63869,45563,24869,20694,239036,125881,113155,336498,176547,159951,9.12,9.30,8.92,593121,396779,196342,389407,101654,287753,574027,382171,191856,19094,14608,4486,395186,896408,518853,87536,3058,254939,332500,567317,84221,839219,252830,2372,177331,363066,280790,82276,1303116,1035689,267427,476477,369326,470217,363066,369235,78295,28856,1303116,3.59,1.25,341123,13427,185265,170644,74585,84895,195865,348913,7441,325451,29635,344336,336831,17693,310907,8778,249713,327235,296060,253634,134905,115058,105567,290088,87222
23,Quintana Roo,001,Cozumel,0000,Total del municipio,0000,000,79535,40357,39178,4363,2240,2123,74339,37694,36645,71208,36141,35067,60313,30684,29629,55938,28492,27446,51526,26238,25288,4698,2316,2382,9328,4694,4634,10671,5348,5323,4375,2192,2183,4412,2254,2158,9994,5004,4990,22655,4190,2107,2083,103.01,22764,53426,2512,1.93,38281,19251,19030,39236,20124,19112,65252,33070,32182,5135,2617,2518,8637,4892,3745,24,13,11,8160,4630,3530,8623,22,8153,22617,2508,1138,887,249,227,133,142,244,75602,2102,1019,1083,224,110,114,228,118,110,3312,1637,1675,2061,1020,1041,189,112,77,1942,749,1193,2301,969,1332,5394,2554,2840,7398,3637,3761,2739,1511,1228,16185,8510,7675,19985,10397,9588,9.11,9.25,8.96,36993,24197,12796,23086,6370,16716,35962,23430,12532,1031,767,264,20570,57939,39964,6870,116,8854,19828,34936,5428,59637,11153,105,6834,21921,16720,5201,78565,61224,17341,26884,22201,26604,21921,22188,3289,1394,78565,3.58,1.33,21398,292,12196,9587,6371,5145,10242,21577,235,20607,1118,21546,21525,171,20487,204,15979,20849,19315,16207,7780,8160,7146,18600,6958
23,Quintana Roo,001,Cozumel,0001,Total de la localidad urbana,0000,000,77236,39113,38123,4238,2181,2057,72211,36532,35679,69170,35018,34152,58650,29755,28895,54403,27636,26767,50104,25445,24659,4564,2254,2310,8997,4523,4474,10312,5156,5156,4247,2119,2128,4299,2191,2108,9729,4867,4862,22086,4050,2020,2030,102.60,22046,51966,2437,1.92,37313,18758,18555,37987,19412,18575,63378,32035,31343,4998,2541,2457,8174,4594,3580,19,11,8,7762,4377,3385,8160,17,7755,21631,2361,1069,836,230,209,126,135,233,73505,2033,991,1042,215,104,111,214,112,102,3246,1603,1643,2028,1004,1024,174,102,72,1811,683,1128,2164,899,1265,5132,2405,2727,7117,3472,3645,2647,1457,1190,15746,8272,7474,19687,10229,9458,9.16,9.31,9.01,35961,23437,12524,22459,6201,16258,34948,22683,12265,1013,754,259,19965,56299,39131,6733,116,8225,19313,33935,5282,58313,10548,105,6526,21273,16150,5123,76324,59221,17103,25739,21537,25475,21273,21525,3170,1032,76324,3.59,1.33,20818,233,11723,9421,6105,4971,10044,21126,46,20492,592,21007,21025,42,20376,161,15542,20358,18967,15918,7568,8064,7124,18115,6886
23,Quintana Roo,001,Cozumel,0001,Total AGEB urbana,0028,000,2738,1332,1406,104,54,50,2622,1272,1350,2545,1232,1313,2299,1119,1180,2180,1066,1114,2053,1007,1046,119,60,59,204,93,111,260,119,141,119,53,66,127,59,68,316,153,163,781,379,177,202,94.74,546,1918,262,1.77,1391,655,736,1195,606,589,2218,1065,1153,266,135,131,65,41,24,*,*,*,54,37,17,65,*,54,125,57,36,9,5,5,6,4,10,2649,47,22,25,12,3,9,5,*,3,103,45,58,87,46,41,5,4,*,39,12,27,71,29,42,210,86,124,261,132,129,166,86,80,378,190,188,1024,514,510,10.07,10.23,9.91,1373,850,523,919,263,656,1359,840,519,14,10,4,914,1802,1229,308,*,132,790,1233,274,2185,276,22,218,931,668,263,2723,2039,684,1289,938,1282,931,935,265,86,2723,2.92,0.95,913,6,508,418,185,243,493,923,*,904,17,921,919,*,898,8,620,870,836,635,386,435,428,744,394
23,Quintana Roo,001,Cozumel,0001,Cozumel,0028,001,92,48,44,4,*,*,88,46,42,84,42,42,74,33,41,73,32,41,69,30,39,7,7,0,7,6,*,5,4,*,*,*,0,4,*,*,11,4,7,29,14,6,8,109.09,19,67,6,1.93,58,32,26,32,16,16,82,40,42,*,*,0,*,0,*,0,0,0,0,0,0,*,0,0,4,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,3,*,*,*,0,*,0,0,0,*,0,*,*,*,*,7,3,4,7,4,3,4,*,3,18,8,10,34,15,19,9.77,9.53,9.95,43,25,18,31,8,23,43,25,18,0,0,0,35,57,47,11,0,0,19,49,6,82,*,0,3,28,19,9,92,65,27,32,*,*,*,*,*,*,92,3.29,0.94,27,0,11,17,4,3,21,28,0,27,0,27,27,0,27,0,24,28,26,21,13,18,14,26,16
23,Quintana Roo,001,Cozumel,0001,Cozumel,0028,002,56,27,29,*,*,0,55,26,29,55,26,29,51,24,27,48,21,27,45,19,26,*,*,0,3,*,*,4,4,0,3,3,0,3,*,*,5,3,*,18,6,0,6,93.10,8,44,4,1.93,33,12,21,20,13,7,47,20,27,7,5,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,*,*,0,0,0,0,*,*,*,*,*,*,0,0,0,*,0,*,*,0,*,4,*,*,8,3,5,*,*,*,7,3,4,25,12,13,10.77,11.38,10.30,32,19,13,19,5,14,32,19,13,0,0,0,21,35,22,8,0,3,23,22,6,45,8,*,*,20,11,9,56,31,25,31,*,*,*,*,*,*,56,2.80,0.92,20,0,13,7,*,9,10,20,0,20,0,20,20,0,20,0,12,18,18,9,8,9,10,18,9
23,Quintana Roo,001,Cozumel,0001,Cozumel,0028,003,116,70,46,*,*,*,111,67,44,106,63,43,99,60,39,97,59,38,92,55,37,7,4,3,5,3,*,7,4,3,*,*,*,5,4,*,17,11,6,26,18,11,7,152.17,16,85,12,1.64,58,32,26,49,33,16,97,56,41,9,7,*,*,0,*,0,0,0,*,0,*,*,0,*,0,*,*,0,0,0,0,0,0,109,4,3,*,*,0,*,0,0,0,4,3,*,5,5,0,0,0,0,*,*,0,7,4,3,6,*,4,17,12,5,3,*,*,24,12,12,36,25,11,9.09,9.46,8.53,61,44,17,37,15,22,59,42,17,*,*,0,45,66,54,5,0,4,35,57,6,98,5,0,8,39,34,5,113,98,15,50,*,*,*,*,*,*,113,2.90,0.99,38,0,18,21,8,11,20,39,0,39,0,39,39,0,39,0,27,38,34,26,13,14,18,24,14
23,Quintana Roo,001,Cozumel,0001,Cozumel,0028,004,76,36,40,0,0,0,76,36,40,75,35,40,68,32,36,65,30,35,61,27,34,*,*,0,7,3,4,7,4,3,3,*,*,4,3,*,8,4,4,20,15,6,9,90,11,53,12,2.71,51,24,27,24,11,13,75,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,*,0,0,0,72,*,*,0,0,0,0,0,0,0,3,3,0,3,*,*,0,0,0,*,0,*,*,0,*,11,3,8,*,0,*,25,14,11,*,*,*,23,12,11,7.47,8.67,6.40,42,24,18,26,8,18,42,24,18,0,0,0,31,45,25,14,0,3,28,29,11,52,21,0,*,22,16,6,76,66,10,24,*,*,*,*,*,*,76,3.45,0.86,22,0,8,14,*,3,18,22,0,21,0,22,22,0,21,0,18,22,22,19,14,14,15,19,13
23,Quintana Roo,001,Cozumel,0001,Cozumel,0028,005,62,27,35,*,*,0,60,25,35,59,24,35,53,23,30,50,21,29,48,20,28,3,*,*,4,0,4,6,*,4,3,*,*,*,*,*,7,*,6,19,8,4,4,77.14,12,43,7,1.50,32,12,20,25,13,12,55,22,33,*,*,*,5,*,3,*,0,*,4,*,*,5,*,4,10,*,*,0,0,0,0,0,0,61,*,*,*,0,0,0,0,0,0,*,0,*,4,0,4,0,0,0,*,0,*,4,*,*,11,5,6,*,*,0,4,*,3,*,*,*,28,11,17,8.17,7.22,9.11,34,17,17,19,6,13,33,16,17,*,*,0,14,48,38,8,0,4,23,25,5,58,*,0,3,21,15,6,62,51,11,22,*,*,*,*,*,*,62,2.95,0.84,20,*,12,9,3,7,11,19,*,19,*,21,21,0,18,4,9,16,16,13,11,12,12,15,11
23,Quintana Roo,001,Cozumel,0001,Cozumel,0028,006,70,32,38,*,*,*,68,31,37,66,31,35,61,27,34,60,27,33,57,25,32,*,0,*,5,4,*,4,3,*,*,0,*,3,*,*,13,6,7,20,16,5,11,84.21,10,47,13,2.29,39,18,21,31,14,17,46,21,25,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,*,0,*,0,0,0,0,0,0,3,*,*,6,3,3,0,0,0,0,0,0,*,*,0,7,*,6,11,4,7,0,0,0,8,5,3,30,14,16,9.78,10.26,9.39,29,18,11,32,9,23,29,18,11,0,0,0,26,43,24,8,0,7,23,30,8,52,3,0,13,23,15,8,70,48,22,28,*,*,*,*,*,*,70,3.04,0.91,23,0,10,13,7,4,12,23,0,23,0,23,23,0,23,0,16,23,23,16,4,9,12,16,9
