"entidad","nom_ent","mun","nom_mun","loc","nom_loc","ageb","mza","pobtot","pobmas","pobfem","p_0a2","p_0a2_m","p_0a2_f","p_3ymas","p_3ymas_m","p_3ymas_f","p_5ymas","p_5ymas_m","p_5ymas_f","p_12ymas","p_12ymas_m","p_12ymas_f","p_15ymas","p_15ymas_m","p_15ymas_f","p_18ymas","p_18ymas_m","p_18ymas_f","p_3a5","p_3a5_m","p_3a5_f","p_6a11","p_6a11_m","p_6a11_f","p_8a14","p_8a14_m","p_8a14_f","p_12a14","p_12a14_m","p_12a14_f","p_15a17","p_15a17_m","p_15a17_f","p_18a24","p_18a24_m","p_18a24_f","p_15a49_f","p_60ymas","p_60ymas_m","p_60ymas_f","rel_h_m","pob0_14","pob15_64","pob65_mas","prom_hnv","pnacent","pnacent_m","pnacent_f","pnacoe","pnacoe_m","pnacoe_f","pres2005","pres2005_m","pres2005_f","presoe05","presoe05_m","presoe05_f","p3ym_hli","p3ym_hli_m","p3ym_hli_f","p3hlinhe","p3hlinhe_m","p3hlinhe_f","p3hli_he","p3hli_he_m","p3hli_he_f","p5_hli","p5_hli_nhe","p5_hli_he","phog_ind","pcon_lim","pclim_mot","pclim_vis","pclim_leng","pclim_aud","pclim_mot2","pclim_men","pclim_men2","psin_lim","p3a5_noa","p3a5_noa_m","p3a5_noa_f","p6a11_noa","p6a11_noam","p6a11_noaf","p12a14noa","p12a14noam","p12a14noaf","p15a17a","p15a17a_m","p15a17a_f","p18a24a","p18a24a_m","p18a24a_f","p8a14an","p8a14an_m","p8a14an_f","p15ym_an","p15ym_an_m","p15ym_an_f","p15ym_se","p15ym_se_m","p15ym_se_f","p15pri_in","p15pri_inm","p15pri_inf","p15pri_co","p15pri_com","p15pri_cof","p15sec_in","p15sec_inm","p15sec_inf","p15sec_co","p15sec_com","p15sec_cof","p18ym_pb","p18ym_pb_m","p18ym_pb_f","graproes","graproes_m","graproes_f","pea","pea_m","pea_f","pe_inac","pe_inac_m","pe_inac_f","pocupada","pocupada_m","pocupada_f","pdesocup","pdesocup_m","pdesocup_f","psinder","pder_ss","pder_imss","pder_iste","pder_istee","pder_segp","p12ym_solt","p12ym_casa","p12ym_sepa","pcatolica","pncatolica","potras_rel","psin_relig","tothog","hogjef_m","hogjef_f","pobhog","phogjef_m","phogjef_f","vivtot","tvivhab","tvivpar","vivpar_hab","tvivparhab","vivpar_des","vivpar_ut","ocupvivpar","prom_ocup","pro_ocup_c","vph_pisodt","vph_pisoti","vph_1dor","vph_2ymasd","vph_1cuart","vph_2cuart","vph_3ymasc","vph_c_elec","vph_s_elec","vph_aguadv","vph_aguafv","vph_excsa","vph_drenaj","vph_nodren","vph_c_serv","vph_snbien","vph_radio","vph_tv","vph_refri","vph_lavad","vph_autom","vph_pc","vph_telef","vph_cel","vph_inter"
01,Aguascalientes,000,Total de la entidad Aguascalientes,0000,Total de la entidad,0000,000,1184996,576638,608358,71484,36375,35109,1109480,538279,571201,1059407,512713,546694,879679,421255,458424,806727,384526,422201,732571,347337,385234,75453,38521,36932,154348,78503,75845,176175,89301,86874,72952,36729,36223,74156,37189,36967,153577,74878,78699,327632,89605,41163,48442,94.79,374237,746380,60347,2.35,936435,459070,477365,233073,109757,123316,998392,479423,518969,41061,20167,20894,2493,1453,1040,5,3,2,1223,741,482,2436,4,1212,5660,49226,27580,13345,4339,5011,2837,2992,5490,1128583,37663,19324,18339,3748,2031,1717,5941,3184,2757,47571,23334,24237,42172,20731,21441,3006,1838,1168,26269,11391,14878,32064,14799,17265,86763,41421,45342,128807,58883,69924,39284,22034,17250,203516,97269,106247,283254,136375,146879,9.23,9.30,9.17,475207,307381,167826,401248,111981,289267,443826,282532,161294,31381,24849,6532,249596,930149,530445,85564,3470,303287,323815,482578,71817,1101785,51766,835,21235,289575,224643,64932,1178123,959212,218911,361676,290877,360374,289575,290777,56875,13924,1178123,4.07,0.96,284121,4802,71256,217742,7006,25342,256273,287266,1923,283042,5840,284565,283977,4795,278631,1300,256790,282484,264623,238954,171795,99579,137911,208209,66075
01,Aguascalientes,001,Aguascalientes,0000,Total del municipio,0000,000,797010,386429,410581,44873,22835,22038,748891,361991,386900,717057,345696,371361,602719,287466,315253,555571,263741,291830,507711,239828,267883,47951,24520,23431,98221,50005,48216,112820,57191,55629,47148,23725,23423,47860,23913,23947,103604,51067,52537,223974,61285,27248,34037,94.12,238193,515262,40309,2.20,600255,293925,306330,186972,87621,99351,674444,323575,350869,32756,16011,16745,1790,1032,758,4,*,*,939,563,376,1752,3,933,4018,30563,17286,8176,2738,3041,1874,1876,3645,761588,23224,11967,11257,2415,1316,1099,3574,1894,1680,32330,15929,16401,33116,16580,16536,1742,1044,698,14326,5715,8611,18759,8178,10581,44967,20243,24724,82401,37173,45228,25592,14311,11281,133433,64820,68613,226503,109237,117266,9.81,9.95,9.69,336974,209610,127364,263800,76764,187036,315954,193840,122114,21020,15770,5250,178471,614582,415917,62219,2056,126384,223745,323967,54101,731800,40707,709,17073,201071,152754,48317,791370,632492,158878,247792,202141,246722,201071,202059,36893,8758,791370,3.94,0.89,198025,2596,44360,156335,3495,13433,183490,200175,668,197515,3097,199394,198667,1922,195882,500,182408,197400,188214,170657,124404,81576,109090,157602,56788
01,Aguascalientes,001,Aguascalientes,0001,Total de la localidad urbana,0000,000,722250,348722,373528,39521,20070,19451,679716,327165,352551,651436,312725,338711,549567,260865,288702,507124,239525,267599,463885,217968,245917,42550,21728,20822,87599,44572,43027,101159,51277,49882,42443,21340,21103,43239,21557,21682,94052,46339,47713,204173,56639,24830,31809,93.36,212113,469897,37227,2.16,538419,262607,275812,175010,81721,93289,612667,292775,319892,30248,14749,15499,1636,941,695,4,*,*,875,525,350,1601,3,870,3647,27583,15672,7447,2438,2767,1721,1638,3244,690339,20359,10474,9885,2116,1138,978,3071,1631,1440,29925,14741,15184,31623,15825,15798,1509,906,603,11445,4320,7125,15547,6542,9005,37295,16071,21224,72570,32360,40210,22893,12781,10112,119433,58096,61337,216840,104503,112337,10.01,10.18,9.86,308889,189348,119541,239046,70611,168435,289716,175144,114572,19173,14204,4969,160807,557796,387623,59472,1949,101609,205650,292403,50796,661240,38255,682,16077,184123,138428,45695,718066,568782,149284,225328,185120,224331,184123,185050,33041,7167,718066,3.90,0.87,181773,1952,38820,144953,2643,10907,169982,183634,291,182631,1088,183551,183355,374,181983,367,167880,181062,173467,157607,114283,78107,104297,146684,55003
01,Aguascalientes,001,Aguascalientes,0001,Total AGEB urbana,0229,000,410,211,199,18,10,8,392,201,191,376,194,182,308,158,150,279,144,135,249,125,124,26,14,12,58,29,29,73,36,37,29,14,15,30,19,11,50,18,32,113,19,10,9,106.03,131,267,12,2.22,273,140,133,121,61,60,326,167,159,46,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,*,*,0,0,0,405,11,5,6,*,0,*,*,*,0,23,13,10,15,*,13,0,0,0,13,9,4,10,6,4,29,18,11,42,23,19,17,10,7,34,14,20,134,66,68,10.48,10.46,10.50,174,124,50,134,34,100,167,119,48,7,5,*,125,285,180,17,7,56,123,163,22,360,27,0,23,104,79,25,410,318,92,123,104,123,104,104,10,9,410,3.94,0.82,101,3,25,79,9,10,85,103,*,104,0,103,104,0,103,0,93,101,94,85,77,60,63,88,49
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,0229,001,65,34,31,4,*,*,61,32,29,56,30,26,43,21,22,41,20,21,37,16,21,6,3,3,12,8,4,10,6,4,*,*,*,4,4,0,4,0,4,20,*,*,0,109.68,24,40,*,1.95,36,18,18,22,11,11,54,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,0,0,0,64,*,*,*,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,*,*,0,*,*,*,0,0,0,*,0,*,0,0,0,*,*,*,33,15,18,13.68,13.83,13.53,30,15,15,13,6,7,29,15,14,*,0,*,25,40,29,5,0,*,13,24,6,54,5,0,6,17,11,6,65,46,19,24,*,*,*,*,*,*,65,3.82,0.77,17,0,0,17,0,0,17,17,0,17,0,17,17,0,17,0,16,17,17,17,15,16,14,17,14
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,0229,002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,0229,003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,0229,004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,0229,006,25,14,11,0,0,0,25,14,11,24,13,11,23,13,10,22,12,10,19,11,8,*,*,0,*,0,*,*,*,0,*,*,0,3,*,*,5,3,*,7,3,*,*,127.27,3,19,3,2.60,20,10,10,5,4,*,23,12,11,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,*,*,*,*,0,0,0,0,3,3,0,*,*,0,3,*,*,6,4,*,*,*,0,5,*,3,3,*,*,7.48,6.45,8.60,14,9,5,9,4,5,14,9,5,0,0,0,6,19,19,0,0,0,11,10,*,17,8,0,0,8,5,3,25,17,8,8,*,*,*,*,*,*,25,3.13,0.96,7,*,4,4,*,*,4,7,*,8,0,7,8,0,7,0,8,8,6,4,5,*,*,6,*
01,Aguascalientes,001,Aguascalientes,0001,Aguascalientes,0229,007,99,55,44,8,4,4,91,51,40,88,49,39,78,42,36,69,37,32,60,30,30,5,3,*,8,6,*,14,9,5,9,5,4,9,7,*,23,7,16,27,3,*,*,125,30,67,*,2.88,95,53,42,4,*,*,86,48,38,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,98,3,*,*,0,0,0,0,0,0,4,3,*,3,0,3,0,0,0,5,3,*,4,*,*,15,10,5,20,11,9,9,5,4,9,5,4,11,4,7,6.81,6.27,7.44,45,34,11,33,8,25,42,31,11,3,3,0,34,65,32,4,0,29,38,37,3,95,0,0,4,18,14,4,99,76,23,18,*,*,*,*,*,*,99,5.50,1.50,18,0,7,11,4,3,11,18,0,18,0,18,18,0,18,0,13,18,16,12,8,4,6,10,*
