ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC
22,Querétaro,000,Total de la entidad Querétaro,0000,Total de la entidad,0000,000,2368467,1211647,1156820,108229,53878,54351,2253414,1154345,1099069,2173750,1114853,1058897,1896139,978302,917837,1778180,920088,858092,1661118,862166,798952,119277,58731,60546,237998,117312,120686,277630,136911,140719,117959,58214,59745,117062,57922,59140,290118,145070,145048,671048,240222,130421,109801,95.48,583463,1618687,159493,1.93,1648076,843268,804808,686545,351721,334824,1958280,1010329,947951,195760,97609,98151,31383,15929,15454,594,443,151,30571,15407,15164,31086,590,30279,62207,43436,21544,21892,96160,45248,42367,14329,21066,17919,18501,244793,71934,159045,14477,49883,11878,48737,29057,2004940,44680,21897,22783,9635,4678,4957,10129,4379,5750,84107,43439,40668,96819,49588,47231,5028,2120,2908,61734,39438,22296,75526,45028,30498,89520,48112,41408,209267,109880,99387,44035,18763,25272,450739,233475,217264,851047,432755,418292,10.48,10.34,10.64,1233080,522416,710664,658341,453798,204543,1210328,515633,694695,22752,6783,15969,486467,1873160,1121262,92561,4022,7753,587007,9255,87908,9582,691682,1016504,186594,2025357,131596,3952,197324,668487,219432,449055,2362208,710898,1651310,826353,668771,791542,633960,667596,668487,112408,45174,2362208,3.53,0.91,652622,12875,179452,486133,26464,85172,553949,661924,3686,651889,584452,13717,514035,114014,644157,8539,648556,17011,637478,1086,642999,260075,5510,611057,502427,373352,392533,50989,115638,478800,622948,320239,289497,606978,430045,382086,183742,106431,22702,44358,208004,9228
22,Querétaro,001,Amealco de Bonfil,0000,Total del municipio,0000,000,66841,34606,32235,4151,2064,2087,62673,32533,30140,59804,31102,28702,49874,26183,23691,45763,24175,21588,41727,22209,19518,4297,2115,2182,8502,4235,4267,9916,4880,5036,4111,2008,2103,4036,1966,2070,8429,4334,4095,17668,6767,3741,3026,93.15,21061,40861,4902,2.69,59980,30878,29102,6383,3486,2897,57963,30260,27703,1542,770,772,11712,6291,5421,452,341,111,11218,5929,5289,11602,450,11110,21072,469,231,238,3309,1588,1411,582,802,658,777,7029,2473,4567,748,1809,656,1818,842,56134,1695,864,831,279,138,141,571,239,332,2133,1107,1026,1304,746,558,254,109,145,5099,3396,1703,5509,3527,1982,5788,2777,3011,9698,4706,4992,1469,541,928,13832,7365,6467,8100,4508,3592,7.24,7.19,7.3,33329,14011,19318,16364,12090,4274,32979,13953,19026,350,58,292,15269,51533,7693,1432,45,77,41345,744,527,64,17896,27458,4513,59664,3643,8,3464,17122,5680,11442,66793,19970,46823,24475,17126,24323,16974,17104,17122,4560,2789,66793,3.9,1.14,16463,630,6622,10472,1043,3404,12647,16601,493,16514,14916,580,13252,928,13895,722,13993,3101,13687,154,13653,9970,804,12300,7538,4457,6881,877,2985,9977,14637,2058,1740,12954,1926,3018,327,341,1708,3769,14205,1047
22,Querétaro,001,Amealco de Bonfil,0001,Total de la localidad urbana,0000,000,7953,4224,3729,364,186,178,7582,4034,3548,7361,3916,3445,6432,3445,2987,5996,3231,2765,5571,3025,2546,361,194,167,789,395,394,979,482,497,436,214,222,425,206,219,965,517,448,2218,996,558,438,88.28,1950,5291,705,2.07,6376,3364,3012,1507,826,681,7027,3752,3275,298,156,142,70,36,34,0,0,0,69,36,33,70,0,69,156,97,51,46,287,136,129,39,54,55,59,813,261,540,64,199,53,159,107,6797,92,55,37,23,11,12,27,9,18,356,184,172,375,225,150,6,*,5,173,111,62,259,161,98,350,199,151,863,473,390,141,50,91,1580,787,793,2543,1417,1126,9.9,9.93,9.88,4103,1804,2299,2304,1631,673,4034,1783,2251,69,21,48,2191,5753,1743,538,13,10,3360,32,95,23,2650,3186,592,7412,246,*,286,2142,729,1413,7941,2332,5609,2824,2143,2772,2091,2136,2142,444,237,7941,3.71,0.88,2114,18,539,1594,39,223,1871,2120,13,2124,2115,9,2043,53,2125,*,2125,8,2115,4,2125,815,7,1931,1591,1143,1302,157,367,1377,1999,841,885,1882,934,1032,208,157,68,142,979,16
22,Querétaro,001,Amealco de Bonfil,0001,Total AGEB urbana,0042,000,84,43,41,4,0,4,80,43,37,79,42,37,65,36,29,59,33,26,56,30,26,3,*,*,12,6,6,14,8,6,6,3,3,3,3,0,12,6,6,25,6,5,*,95.35,25,54,5,2.03,64,34,30,19,8,11,74,41,33,5,*,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,*,3,0,0,*,*,12,*,10,0,0,0,*,*,66,*,*,0,0,0,0,0,0,0,*,*,0,3,*,*,0,0,0,3,3,0,4,4,0,*,*,0,3,*,*,*,0,*,10,5,5,38,20,18,11.17,10.64,11.85,42,17,25,23,19,4,41,17,24,*,0,*,39,45,15,0,0,0,30,0,0,*,28,31,6,78,0,0,6,18,7,11,84,34,50,25,18,25,18,18,18,4,3,84,4.67,1.06,17,*,3,15,*,0,17,17,*,18,18,0,17,*,18,0,17,*,17,0,17,3,0,16,15,11,15,*,4,7,15,7,5,18,8,6,4,3,3,0,9,0
22,Querétaro,001,Amealco de Bonfil,0001,Amealco de Bonfil,0042,001,13,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
22,Querétaro,001,Amealco de Bonfil,0001,Amealco de Bonfil,0042,002,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
22,Querétaro,001,Amealco de Bonfil,0001,Amealco de Bonfil,0042,003,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
22,Querétaro,001,Amealco de Bonfil,0001,Amealco de Bonfil,0042,004,15,8,7,*,0,*,13,8,5,13,8,5,12,8,4,9,6,3,9,6,3,0,0,0,*,0,*,3,*,*,3,*,*,0,0,0,*,*,0,4,*,*,0,87.5,6,7,*,1.88,14,7,7,0,0,0,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,*,*,0,*,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,*,*,0,*,*,0,0,0,0,0,0,0,0,0,0,7,4,3,10.22,8.83,13,5,*,3,7,6,*,5,*,3,0,0,0,6,9,*,0,0,0,7,0,0,0,4,6,*,15,0,0,0,4,*,*,15,7,8,6,4,6,4,4,4,*,*,15,3.75,0.94,4,0,*,3,0,0,4,4,0,4,4,0,4,0,4,0,4,0,4,0,4,0,0,4,4,3,4,*,*,*,4,*,*,4,*,3,*,*,0,0,*,0
22,Querétaro,001,Amealco de Bonfil,0001,Amealco de Bonfil,0042,005,19,11,8,0,0,0,19,11,8,19,11,8,15,10,5,14,9,5,12,7,5,0,0,0,4,*,3,4,*,*,*,*,0,*,*,0,*,*,0,8,*,*,0,72.73,5,13,*,1.2,12,7,5,7,4,3,19,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,*,*,0,*,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,*,*,0,10,5,5,13.14,12.11,15,11,6,5,4,4,0,11,6,5,0,0,0,9,10,10,0,0,0,*,0,0,0,8,5,*,13,0,0,6,4,*,*,19,9,10,5,4,5,4,4,4,*,0,19,4.75,1.19,4,0,0,4,0,0,4,4,0,4,4,0,4,0,4,0,4,0,4,0,4,*,0,4,4,*,3,0,0,*,3,3,0,4,*,*,*,0,*,0,*,0
22,Querétaro,001,Amealco de Bonfil,0001,Amealco de Bonfil,0042,006,15,7,8,0,0,0,15,7,8,15,7,8,15,7,8,15,7,8,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,*,*,4,*,*,0,114.29,0,14,*,2.86,11,6,5,4,*,3,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,*,0,0,*,0,3,*,*,0,0,0,*,*,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0,0,0,0,*,0,*,*,0,*,3,*,*,8,4,4,9.93,9.43,10.38,11,4,7,4,3,*,11,4,7,0,0,0,6,9,3,0,0,0,5,0,0,*,8,6,*,15,0,0,0,3,*,*,15,6,9,4,3,4,3,3,3,0,*,15,5,0.83,3,0,0,3,0,0,3,*,*,3,3,0,3,0,3,0,*,*,*,0,*,*,0,*,*,0,*,0,*,*,*,*,*,3,*,0,*,0,*,0,*,0
