ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC
27,Tabasco,000,Total de la entidad Tabasco,0000,Total de la entidad,0000,000,2402598,1228927,1173671,118339,58414,59925,2283383,1170069,1113314,2194845,1126275,1068570,1880904,972058,908846,1748089,906717,841372,1620203,843483,776720,133274,65736,67538,269205,132275,136930,312836,153344,159492,132815,65341,67474,127886,63234,64652,269329,136767,132562,651458,257525,132785,124740,95.5,653633,1575450,172639,2.18,2182286,1117875,1064411,210156,106457,103699,2148680,1105932,1042748,37285,18276,19009,91025,46014,45011,960,631,329,89353,45054,44299,89525,906,87907,155175,37553,18913,18640,144653,68038,69906,24007,28857,27300,28546,255925,78452,172272,17541,45722,12076,45090,30324,1988048,30180,14696,15484,10052,4719,5333,9723,4769,4954,101135,49613,51522,91540,45133,46407,9635,3918,5717,88856,53115,35741,83787,48810,34977,174746,93360,81386,206844,112755,94089,43708,20946,22762,431764,227610,204154,740722,368997,371725,9.69,9.53,9.87,1172514,470257,702257,703158,499745,203413,1146611,463614,682997,25903,6643,19260,755484,1645089,498783,104707,67073,96613,794894,14168,21543,66451,591074,1054180,235118,1493962,648724,1035,254593,669303,210024,459279,2397110,686782,1710328,826800,669414,813854,656468,668486,669303,125197,32189,2397110,3.58,1.1,645156,23000,262481,405703,79657,116439,472086,663718,4474,626974,442220,41215,292074,67161,651799,1240,651942,16173,614484,996,649739,397319,12898,578464,503686,183733,187066,116610,142809,344130,585700,169377,118527,563390,228487,276817,66338,31004,54983,96508,404524,25731
27,Tabasco,001,Balancán,0000,Total del municipio,0000,000,58524,29282,29242,3208,1592,1616,55311,27687,27624,53167,26638,26529,45093,22665,22428,41664,21028,20636,38395,19398,18997,3256,1586,1670,6962,3436,3526,8047,3857,4190,3429,1637,1792,3269,1630,1639,5999,2994,3005,14481,7516,3565,3951,99.86,16855,36458,5206,2.6,51426,25846,25580,6617,3203,3414,51149,25690,25459,1751,843,908,984,448,536,19,18,*,965,430,535,960,17,943,1905,923,457,466,4501,2012,2286,675,970,696,863,8471,2686,5790,597,1551,359,1793,702,45264,661,312,349,264,121,143,295,138,157,2472,1204,1268,1791,850,941,311,136,175,3564,1983,1581,3522,1882,1640,5762,2679,3083,5788,2802,2986,1276,613,663,11521,6289,5232,12213,5969,6244,8.27,8.27,8.28,30295,11687,18608,14672,10924,3748,30128,11640,18488,167,47,120,18142,40355,3100,2871,1104,330,31776,112,102,1212,13185,26559,5347,35386,14570,6,8478,17034,4651,12383,58502,14482,44020,22460,17037,22420,16997,17000,17034,3609,1814,58502,3.43,1.19,16244,755,8536,8463,3033,3656,10310,16570,429,15735,12224,1264,7343,670,16373,64,16246,753,15041,72,16193,9170,534,13493,11874,3013,4030,5278,4623,8470,14038,2663,2960,12347,3499,7392,486,227,1907,3607,12387,993
27,Tabasco,001,Balancán,0001,Total de la localidad urbana,0000,000,13944,7272,6672,663,335,328,13278,6935,6343,12792,6703,6089,11048,5853,5195,10281,5487,4794,9521,5093,4428,725,340,385,1505,742,763,1773,856,917,767,366,401,760,394,366,1500,753,747,3776,1746,923,823,91.75,3660,9070,1211,2.09,12459,6543,5916,1449,712,737,12371,6496,5875,403,197,206,114,42,72,*,*,0,113,41,72,113,*,112,243,124,71,53,960,424,498,143,169,155,164,2416,688,1689,173,377,73,469,166,10488,81,28,53,42,20,22,46,17,29,654,338,316,797,394,403,33,14,19,454,273,181,525,305,220,796,416,380,994,520,474,222,100,122,2325,1383,942,5013,2550,2463,10.37,10.2,10.56,6977,3081,3896,4040,2757,1283,6901,3055,3846,76,26,50,3726,10212,1524,1605,827,46,5557,32,36,689,3611,5872,1565,9689,2862,4,1356,4234,1570,2664,13932,4618,9314,6019,4235,5998,4214,4223,4234,807,977,13932,3.29,1.1,4182,40,1979,2243,795,742,2685,4211,11,4199,4161,23,1939,261,4203,8,4215,7,4183,0,4211,2337,38,3710,3363,1230,1307,881,1195,2398,3701,1341,625,3917,1534,2402,302,133,305,271,2258,75
27,Tabasco,001,Balancán,0001,Total AGEB urbana,0401,000,1962,1017,945,85,44,41,1877,973,904,1817,945,872,1595,839,756,1479,783,696,1382,735,647,92,41,51,190,93,97,243,120,123,116,56,60,97,48,49,208,110,98,510,296,154,142,92.92,483,1260,219,2.13,1767,917,850,193,98,95,1754,908,846,62,37,25,13,5,8,0,0,0,13,5,8,13,0,13,18,20,12,8,110,56,56,20,24,26,14,266,88,157,19,54,4,50,10,1579,11,5,6,4,*,3,7,*,6,85,45,40,119,61,58,3,0,3,67,39,28,64,38,26,120,59,61,133,72,61,30,12,18,296,187,109,781,387,394,10.76,10.53,11.02,993,436,557,597,402,195,977,433,544,16,3,13,641,1321,238,218,170,8,657,6,0,29,498,827,270,1459,335,*,166,632,262,370,1962,780,1182,942,632,940,630,628,632,129,181,1962,3.1,1.1,625,3,331,297,149,126,353,626,*,628,628,0,283,25,626,*,628,0,626,0,628,359,6,538,472,197,191,118,164,316,547,210,144,587,244,353,57,15,53,38,330,12
27,Tabasco,001,Balancán,0001,Balancán,0401,001,54,32,22,*,0,*,53,32,21,52,32,20,49,29,20,45,26,19,40,22,18,*,0,*,3,3,0,6,5,*,4,3,*,5,4,*,4,*,*,17,14,9,5,68.75,9,32,13,1.76,48,29,19,6,3,3,45,27,18,7,5,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,*,0,*,*,*,13,5,9,0,3,0,3,0,37,0,0,0,0,0,0,0,0,0,5,4,*,4,*,*,0,0,0,*,*,0,*,*,0,*,*,*,3,*,*,*,*,0,9,7,*,26,11,15,11.44,10.04,13.37,20,9,11,29,20,9,20,9,11,0,0,0,9,45,4,14,10,0,17,0,0,0,16,27,6,49,4,0,*,19,8,11,54,20,34,30,19,30,19,19,19,7,4,54,2.84,1.06,19,0,13,6,5,4,10,19,0,19,19,0,12,0,19,0,19,0,19,0,19,11,0,18,13,7,7,3,6,13,18,8,9,16,13,13,4,0,*,*,6,0
27,Tabasco,001,Balancán,0001,Balancán,0401,002,44,24,20,*,*,0,42,22,20,40,21,19,37,19,18,33,16,17,31,16,15,*,*,*,3,*,*,7,5,*,4,3,*,*,0,*,3,0,3,11,9,5,4,83.33,11,25,8,1.79,42,23,19,*,*,*,40,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,*,5,0,4,0,*,0,32,*,0,*,0,0,0,0,0,0,*,0,*,3,0,3,0,0,0,0,0,0,0,0,0,*,0,*,4,*,*,0,0,0,8,6,*,19,8,11,12.06,12.13,12,25,12,13,12,7,5,25,12,13,0,0,0,12,32,3,13,7,0,9,0,0,0,13,20,4,35,7,0,*,13,4,9,44,14,30,21,13,21,13,13,13,5,3,44,3.38,1.02,13,0,7,6,*,*,10,13,0,13,13,0,8,0,13,0,13,0,13,0,13,3,0,12,13,8,6,4,*,7,13,5,5,13,6,10,0,*,0,0,4,0
27,Tabasco,001,Balancán,0001,Balancán,0401,003,28,13,15,0,0,0,28,13,15,27,13,14,27,13,14,24,11,13,24,11,13,*,0,*,0,0,0,3,*,*,3,*,*,0,0,0,*,*,0,3,13,6,7,115.38,4,12,12,2.62,27,13,14,*,0,*,26,12,14,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,4,*,*,0,*,0,*,0,23,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0,5,*,3,*,0,*,*,0,*,4,4,0,12,5,7,10.08,9.55,10.54,15,3,12,11,10,*,15,3,12,0,0,0,8,20,3,3,5,4,5,0,0,0,8,15,4,23,5,0,0,11,*,9,28,9,19,12,11,12,11,11,11,0,*,28,2.55,0.67,11,0,6,5,*,*,9,11,0,11,11,0,10,0,11,0,11,0,11,0,11,3,0,11,7,5,6,*,0,*,10,4,5,10,7,6,0,0,*,*,4,0
27,Tabasco,001,Balancán,0001,Balancán,0401,004,44,24,20,*,*,0,43,23,20,42,22,20,39,20,19,36,20,16,35,20,15,*,*,0,3,*,*,5,*,3,3,0,3,*,0,*,5,*,3,8,12,9,3,83.33,8,27,9,2.3,36,19,17,8,5,3,39,20,19,3,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,*,0,*,*,0,8,*,6,0,*,0,*,0,32,0,0,0,0,0,0,0,0,0,*,0,*,4,*,3,0,0,0,3,*,*,3,*,*,*,*,*,3,*,*,*,*,0,4,3,*,23,12,11,11.5,11.4,11.63,24,11,13,15,9,6,24,11,13,0,0,0,7,37,5,15,6,0,11,0,0,0,10,21,8,36,8,0,0,15,10,5,44,27,17,20,15,20,15,15,15,3,*,44,2.93,0.75,15,0,5,10,0,*,13,15,0,15,15,0,9,0,15,0,15,0,15,0,15,7,0,15,14,6,8,*,*,9,14,5,3,15,6,12,0,0,0,0,8,0
27,Tabasco,001,Balancán,0001,Balancán,0401,005,110,58,52,4,3,*,106,55,51,103,54,49,88,49,39,81,46,35,76,44,32,5,*,4,13,5,8,16,7,9,7,3,4,5,*,3,14,7,7,35,9,7,*,89.66,29,75,6,1.86,98,51,47,11,6,5,99,51,48,4,3,*,*,*,0,0,0,0,*,*,0,*,0,*,*,0,0,0,3,*,*,0,0,*,0,18,3,13,*,*,0,*,*,88,*,0,*,0,0,0,0,0,0,5,*,3,9,3,6,0,0,0,*,*,0,*,*,0,3,3,0,5,3,*,*,*,*,20,13,7,47,24,23,11.53,10.78,12.51,60,30,30,28,19,9,60,30,30,0,0,0,30,80,20,14,11,*,34,0,0,0,25,46,17,81,16,0,13,34,13,21,110,29,81,45,34,45,34,34,34,4,7,110,3.24,1.29,34,0,19,15,8,7,19,34,0,34,34,0,13,*,33,*,34,0,34,0,34,18,0,33,29,16,6,12,6,21,33,11,9,31,16,25,7,*,0,3,16,0
27,Tabasco,001,Balancán,0001,Balancán,0401,006,40,15,25,0,0,0,40,15,25,39,15,24,36,13,23,35,12,23,32,11,21,3,*,*,*,*,0,*,*,0,*,*,0,3,*,*,6,3,3,9,6,*,4,166.67,5,29,6,2,35,11,24,5,4,*,39,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,14,4,9,0,6,0,4,*,24,0,0,0,0,0,0,0,0,0,*,*,*,*,*,0,0,0,0,3,*,*,0,0,0,8,4,4,*,0,*,0,0,0,5,*,3,19,6,13,10.37,9.58,10.78,27,8,19,9,5,4,27,8,19,0,0,0,17,23,5,0,5,0,13,0,0,0,12,20,4,37,*,0,*,13,*,11,40,9,31,19,13,19,13,13,13,5,*,40,3.08,1.08,13,0,6,7,4,4,5,13,0,13,13,0,8,0,13,0,13,0,13,0,13,7,0,9,11,4,5,*,5,5,10,4,3,13,7,6,3,0,*,0,5,0
