ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC
29,Tlaxcala,000,Total de la entidad Tlaxcala,0000,Total de la entidad,0000,000,1342977,693083,649894,63959,31786,32173,1258093,650791,607302,1211592,627802,583790,1046163,546384,499779,974136,510778,463358,900912,475024,425888,70507,34878,35629,141423,69529,71894,166764,82044,84720,72027,35606,36421,73224,35754,37470,161920,81120,80800,364191,145886,78216,67670,93.77,347916,874755,99381,2.13,1106683,564524,542159,210269,115481,94788,1166043,605307,560736,41063,21219,19844,27174,13755,13419,440,302,138,26536,13378,13158,26980,437,26346,67824,18094,9161,8933,54323,24005,24868,8124,12768,10697,9576,143111,43051,95180,8720,32636,7425,27233,13090,1117855,27114,13224,13890,5051,2348,2703,5413,2378,3035,55208,27919,27289,53377,27439,25938,2747,1195,1552,32613,20731,11882,33810,20709,13101,59670,33121,26549,144313,76419,67894,23907,10013,13894,279850,145682,134168,395731,205422,190309,9.83,9.75,9.92,638352,258558,379794,405251,286686,118565,621965,254030,367935,16387,4528,11859,356641,964599,322989,79441,5438,6488,531286,4519,15440,8662,357182,571309,117232,1142076,84419,1699,92314,341577,102899,238678,1340856,361497,979359,424275,341656,409271,326652,340954,341577,60086,22533,1340856,3.93,1,329480,6252,98741,237013,15835,47369,272551,333902,1859,332426,308645,3332,282691,98211,325120,5701,329263,6476,326104,326,326011,189037,3505,258276,198163,104917,134337,28213,108373,246504,312057,96501,97434,289686,131845,124796,27291,18744,11774,34553,183348,5272
29,Tlaxcala,001,Amaxac de Guerrero,0000,Total del municipio,0000,000,11403,5849,5554,458,235,223,10934,5608,5326,10571,5451,5120,9168,4795,4373,8609,4532,4077,7992,4253,3739,555,258,297,1211,555,656,1383,642,741,559,263,296,617,279,338,1316,672,644,3165,1380,734,646,94.96,2783,7666,943,2.04,9750,4913,4837,1612,916,696,10163,5236,4927,390,211,179,139,61,78,*,*,0,138,60,78,139,*,138,429,113,53,60,473,226,209,72,123,115,96,1293,428,813,75,331,85,302,95,9593,216,99,117,37,15,22,28,10,18,519,243,276,567,313,254,17,7,10,128,92,36,118,79,39,358,222,136,963,537,426,189,82,107,2057,1032,1025,4553,2396,2157,10.89,10.78,11.01,5521,2353,3168,3628,2431,1197,5389,2316,3073,132,37,95,2887,8500,3928,1230,32,66,3155,7,107,81,3234,4882,1048,8968,1535,8,872,3009,888,2121,11396,2960,8436,3767,3010,3733,2976,3005,3009,525,232,11396,3.79,0.92,2974,27,847,2154,149,362,2490,2994,7,2991,2962,10,2662,710,2938,18,2956,45,2947,*,2940,1586,21,2447,1805,1007,1299,261,1026,2250,2796,1108,1059,2699,1575,1285,318,189,99,193,1227,29
29,Tlaxcala,001,Amaxac de Guerrero,0001,Total de la localidad urbana,0000,000,10417,5346,5071,404,208,196,10002,5132,4870,9690,4999,4691,8427,4416,4011,7915,4176,3739,7354,3920,3434,481,222,259,1094,494,600,1249,577,672,512,240,272,561,256,305,1223,628,595,2902,1279,682,597,94.86,2491,7046,869,2.01,8893,4481,4412,1484,845,639,9317,4805,4512,355,190,165,136,59,77,*,*,0,135,58,77,136,*,135,412,113,53,60,452,214,198,67,116,108,91,1212,396,764,72,310,80,283,92,8709,188,85,103,32,10,22,22,7,15,475,226,249,541,298,243,14,4,10,112,81,31,103,68,35,328,205,123,856,488,368,169,75,94,1852,925,927,4274,2245,2029,10.97,10.85,11.11,5171,2243,2928,3241,2166,1075,5054,2211,2843,117,32,85,2712,7689,3690,1182,31,65,2631,7,100,81,3024,4458,941,8102,1453,8,834,2739,808,1931,10410,2713,7697,3436,2740,3403,2707,2735,2739,477,219,10410,3.8,0.91,2706,25,725,2006,120,320,2291,2725,6,2721,2695,10,2447,651,2686,14,2698,33,2690,*,2685,1428,15,2234,1641,926,1194,244,1005,2058,2545,1032,1034,2456,1453,1164,308,176,89,169,1106,23
29,Tlaxcala,001,Amaxac de Guerrero,0001,Total AGEB urbana,003A,000,1290,669,621,63,35,28,1227,634,593,1190,618,572,1038,536,502,980,511,469,901,471,430,57,26,31,132,72,60,145,72,73,58,25,33,79,40,39,157,77,80,375,128,69,59,92.83,310,895,85,2,1144,590,554,143,78,65,1154,597,557,35,21,14,28,10,18,0,0,0,28,10,18,28,0,28,105,11,6,5,61,30,12,15,13,14,16,111,35,61,6,22,5,32,13,1113,20,5,15,*,0,*,*,0,*,68,37,31,68,35,33,*,*,*,14,10,4,11,6,5,48,29,19,102,59,43,28,10,18,243,129,114,506,255,251,10.78,10.59,10.99,652,268,384,385,267,118,632,266,366,20,*,18,312,978,506,125,0,8,324,0,10,8,345,592,101,961,196,0,133,318,87,231,1290,337,953,386,318,385,317,317,318,39,29,1290,4.06,1,309,8,97,220,14,36,267,314,3,314,314,3,271,73,304,4,306,11,304,*,304,149,3,243,172,103,140,46,167,232,296,105,95,287,160,122,39,25,9,21,135,3
29,Tlaxcala,001,Amaxac de Guerrero,0001,Amaxac de Guerrero,003A,001,236,128,108,15,9,6,221,119,102,213,113,100,188,100,88,177,95,82,162,87,75,13,9,4,20,10,10,28,14,14,11,5,6,15,8,7,33,16,17,70,22,10,12,84.38,59,164,13,1.8,209,112,97,27,16,11,206,108,98,7,5,*,6,0,6,0,0,0,6,0,6,6,0,6,21,*,0,*,17,6,4,3,5,*,3,12,3,6,*,*,*,5,5,205,*,0,*,*,0,*,0,0,0,12,7,5,19,11,8,*,0,*,*,*,0,3,*,*,4,3,*,13,8,5,3,*,*,28,15,13,113,59,54,11.62,11.26,12.02,122,58,64,66,42,24,122,58,64,0,0,0,23,213,76,41,0,*,89,0,6,*,62,101,25,215,12,0,9,62,25,37,236,98,138,76,62,76,62,61,62,8,6,236,3.81,0.89,60,*,19,42,0,4,57,60,*,61,61,0,53,22,59,*,61,0,60,0,60,28,*,46,37,23,32,4,26,45,54,26,26,57,28,21,10,9,3,3,27,*
29,Tlaxcala,001,Amaxac de Guerrero,0001,Amaxac de Guerrero,003A,002,133,64,69,5,*,3,128,62,66,126,62,64,107,54,53,94,49,45,83,45,38,6,*,4,15,6,9,22,9,13,13,5,8,11,4,7,9,4,5,34,14,10,4,107.81,39,84,10,2.15,109,52,57,21,11,10,123,60,63,3,*,*,*,*,0,0,0,0,*,*,0,*,0,*,4,3,*,*,4,*,0,*,0,*,4,16,4,11,0,4,0,4,*,112,*,0,*,0,0,0,0,0,0,11,4,7,6,*,5,0,0,0,*,0,*,0,0,0,4,*,*,6,5,*,*,0,*,19,13,6,59,27,32,11.93,11.45,12.44,57,26,31,49,27,22,56,26,30,*,0,*,26,107,42,25,0,4,31,0,0,6,38,58,11,126,4,0,3,35,7,28,133,25,108,40,35,40,35,35,35,5,0,133,3.8,0.81,34,*,9,26,*,4,30,34,*,35,35,0,27,11,33,*,33,*,32,0,33,11,*,30,24,17,22,3,13,20,32,15,13,33,17,19,6,4,3,*,16,*
29,Tlaxcala,001,Amaxac de Guerrero,0001,Amaxac de Guerrero,003A,003,32,18,14,*,*,*,30,17,13,28,16,12,27,15,12,25,14,11,22,13,9,*,*,*,*,*,0,3,*,*,*,*,*,3,*,*,6,4,*,12,4,*,*,77.78,7,22,3,1.73,28,16,12,4,*,*,28,16,12,0,0,0,*,0,*,0,0,0,*,0,*,*,0,*,5,0,0,0,*,0,0,*,0,*,*,*,*,0,0,*,0,0,*,29,*,0,*,0,0,0,0,0,0,*,*,*,3,*,*,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,*,0,*,9,5,4,11,7,4,10.36,10.36,10.36,12,5,7,15,10,5,12,5,7,0,0,0,5,27,9,*,0,0,16,0,0,0,10,14,3,32,0,0,0,6,*,5,32,8,24,9,6,9,6,6,6,*,*,32,5.33,1.19,6,0,*,5,0,0,6,6,0,6,6,0,*,0,6,0,6,0,6,0,6,3,0,4,3,*,*,*,*,6,6,*,*,6,5,0,0,*,0,0,*,0
29,Tlaxcala,001,Amaxac de Guerrero,0001,Amaxac de Guerrero,003A,004,75,38,37,4,*,*,71,36,35,70,36,34,62,31,31,61,30,31,57,28,29,*,0,*,8,5,3,7,4,3,*,*,0,4,*,*,10,4,6,20,6,4,*,97.37,14,58,3,1.84,63,31,32,12,7,5,64,33,31,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,*,*,*,*,*,*,7,*,7,0,0,0,*,0,64,0,0,0,0,0,0,0,0,0,*,*,0,4,*,3,0,0,0,*,*,*,*,0,*,3,3,0,5,4,*,3,*,*,14,8,6,33,12,21,10.66,9.8,11.48,46,16,30,16,15,*,46,16,30,0,0,0,33,42,20,6,0,0,16,0,0,0,24,34,4,29,24,0,22,18,5,13,75,19,56,20,18,19,17,18,18,*,*,75,4.17,1.15,17,*,4,14,*,3,14,18,0,18,18,0,18,4,18,0,18,0,18,0,18,9,0,12,12,6,6,4,11,16,15,5,5,14,13,4,3,*,0,4,4,0
29,Tlaxcala,001,Amaxac de Guerrero,0001,Amaxac de Guerrero,003A,005,21,12,9,*,0,*,20,12,8,18,12,6,18,12,6,17,11,6,14,8,6,*,0,*,0,0,0,*,*,0,*,*,0,3,3,0,*,*,0,8,4,*,*,75,4,14,3,2,19,11,8,*,*,*,18,12,6,0,0,0,*,*,0,0,0,0,*,*,0,*,0,*,5,0,0,0,3,3,0,*,*,*,*,*,0,0,0,*,0,0,0,17,*,0,*,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,4,*,*,*,*,0,*,*,0,9,5,4,10.53,9.82,11.83,11,6,5,7,6,*,11,6,5,0,0,0,3,18,5,*,0,0,10,0,*,0,7,6,5,21,0,0,0,5,*,3,21,8,13,7,5,7,5,5,5,*,0,21,4.2,0.78,5,0,*,4,0,0,5,5,0,5,5,0,3,*,5,0,5,0,5,0,5,4,0,4,*,*,*,0,*,5,5,3,*,4,4,*,0,0,0,0,0,0
29,Tlaxcala,001,Amaxac de Guerrero,0001,Amaxac de Guerrero,003A,006,46,20,26,*,*,0,45,19,26,44,19,25,36,17,19,34,16,18,30,14,16,*,0,*,8,*,6,7,*,5,*,*,*,4,*,*,4,3,*,12,6,*,4,130,12,29,5,2.35,38,17,21,8,3,5,41,18,23,3,*,*,*,0,*,0,0,0,*,0,*,*,0,*,5,5,*,3,*,*,*,0,0,*,*,10,3,7,*,4,*,5,0,34,*,0,*,*,0,*,0,0,0,4,*,*,*,*,0,0,0,0,0,0,0,0,0,0,3,*,*,*,0,*,*,0,*,8,4,4,18,10,8,11.09,12,10.28,17,5,12,19,12,7,17,5,12,0,0,0,12,34,17,3,0,*,12,0,0,0,12,21,3,36,10,0,0,10,*,9,46,3,43,10,10,10,10,10,10,0,0,46,4.6,1.12,10,0,0,10,0,*,9,10,0,10,10,0,7,4,10,0,10,0,10,0,10,5,0,8,6,*,4,*,7,6,9,5,*,9,3,*,*,*,*,*,5,0
