ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC
23,Quintana Roo,000,Total de la entidad Quintana Roo,0000,Total de la entidad,0000,000,1857985,921206,936779,84393,41380,43013,1752570,869305,883265,1689232,838112,851120,1470411,730429,739982,1379563,685528,694035,1293235,642740,650495,95148,46908,48240,187011,91968,95043,216096,106282,109814,90848,44901,45947,86328,42788,43540,226210,112048,114162,538528,131052,66985,64067,101.69,457400,1297832,81731,1.76,848545,420372,428173,945101,468054,477047,1479287,735917,743370,187683,92762,94921,204949,96611,108338,7307,4691,2616,195543,91006,104537,203317,7082,194142,423166,52265,25319,26946,67005,28214,32184,12216,12878,12882,12641,164117,41086,110750,11005,25762,6796,26388,20352,1592700,41928,20494,21434,11144,5406,5738,7641,3678,3963,65030,32568,32462,61264,30779,30485,5907,2536,3371,42224,25064,17160,53416,29978,23438,81719,42975,38744,140637,74518,66119,33632,15322,18310,368696,181652,187044,655583,317003,338580,10.24,10.12,10.36,1006817,406159,600658,459372,322432,136940,990307,400625,589682,16510,5534,10976,468580,1365328,827522,106142,6087,10764,383986,7433,33527,8445,482478,833677,152246,1016131,384207,4492,427109,575489,187270,388219,1852928,583839,1269089,711722,575635,648282,512195,574124,575489,86594,49493,1852928,3.22,1.14,554371,12803,256330,310988,92557,144072,330684,562025,5335,558100,514593,9234,520178,143258,557821,2387,556294,10860,546945,973,554645,283936,5874,500455,428937,223563,220338,107092,150328,331680,495167,213846,158739,526202,319194,267556,131827,55902,43642,36378,221620,12239
23,Quintana Roo,001,Cozumel,0000,Total del municipio,0000,000,88626,44211,44415,3889,1942,1947,84710,42257,42453,81608,40772,40836,71383,35674,35709,66851,33369,33482,62371,31144,31227,4616,2237,2379,8711,4346,4365,10388,5201,5187,4532,2305,2227,4480,2225,2255,9881,4888,4993,24952,7818,3958,3860,100.46,21748,61978,4873,1.77,48133,24097,24036,38695,19179,19516,75724,37942,37782,5119,2501,2618,6493,2820,3673,71,35,36,6376,2770,3606,6483,70,6367,18431,1414,683,731,3362,1617,1600,679,696,748,692,8517,2341,5871,626,1418,435,1391,978,76153,1928,911,1017,483,242,241,318,160,158,3637,1873,1764,2688,1452,1236,262,109,153,1761,996,765,2229,1172,1057,3726,1928,1798,6723,3389,3334,1492,628,864,19225,9545,9680,30972,15368,15604,10.15,10.13,10.17,48447,19963,28484,22809,15646,7163,47690,19732,27958,757,231,526,19274,69237,44767,6819,168,1337,14589,167,1920,392,23488,39702,8146,59310,13676,226,15177,26413,8939,17474,88376,29947,58429,31078,26424,30178,25524,26324,26413,2579,2075,88376,3.35,1.24,26074,221,14028,12272,6650,7067,12582,26189,111,26188,23644,112,24620,9628,26188,21,26205,92,26051,16,26164,6359,151,24090,20033,11061,10814,15066,9301,16587,23915,11117,10260,24637,18534,14886,7631,2728,1392,1301,7035,383
23,Quintana Roo,001,Cozumel,0001,Total de la localidad urbana,0000,000,84519,42292,42227,3695,1848,1847,80797,40432,40365,77869,39020,38849,68136,34170,33966,63830,31982,31848,59537,29840,29697,4367,2126,2241,8294,4136,4158,9883,4940,4943,4306,2188,2118,4293,2142,2151,9368,4625,4743,23842,7515,3843,3672,99.85,20662,59148,4682,1.76,46063,23117,22946,36753,18293,18460,72250,36309,35941,4869,2387,2482,6074,2671,3403,60,28,32,5976,2630,3346,6067,60,5969,17369,1323,637,686,3233,1557,1532,648,667,717,662,8146,2245,5621,598,1362,422,1340,941,72567,1793,860,933,445,222,223,289,144,145,3503,1807,1696,2575,1385,1190,241,98,143,1645,947,698,2041,1102,939,3455,1825,1630,6288,3214,3074,1420,605,815,18207,9056,9151,30040,14900,15140,10.22,10.18,10.26,46308,19218,27090,21706,14889,6817,45762,19049,26713,546,169,377,18085,66319,42963,6648,162,1312,13776,156,1817,375,22534,37722,7833,57139,12514,214,14423,25178,8632,16546,84304,28882,55422,29179,25186,28342,24349,25098,25178,2436,1557,84304,3.35,1.23,24903,168,13269,11805,6220,6667,12186,25026,48,25006,23580,68,23639,9345,25025,5,25036,35,24950,8,25009,6101,114,23154,19199,10844,10319,14279,8907,15751,22948,10865,10208,23579,18017,14511,7462,2677,1257,1153,6380,317
23,Quintana Roo,001,Cozumel,0001,Total AGEB urbana,0028,000,2178,1136,1042,54,24,30,2123,1111,1012,2066,1080,986,1860,987,873,1783,952,831,1689,906,783,90,43,47,173,81,92,194,82,112,77,35,42,94,46,48,187,95,92,554,411,235,176,91.73,394,1491,292,1.72,1265,674,591,781,392,389,1865,981,884,154,72,82,106,43,63,0,0,0,106,43,63,106,0,106,264,60,27,33,189,110,65,20,43,35,29,257,93,169,10,45,7,44,38,1720,30,15,15,10,7,3,5,*,4,71,36,35,57,39,18,7,5,*,26,15,11,37,23,14,117,66,51,186,106,80,48,18,30,369,187,182,989,530,459,11.01,11,11.01,1226,556,670,629,429,200,1218,552,666,8,4,4,568,1608,958,273,8,23,276,5,84,8,615,918,327,1659,213,26,265,754,277,477,2177,744,1433,1129,754,1122,747,753,754,146,229,2177,2.89,0.97,744,8,399,353,164,201,387,751,*,748,685,4,709,368,751,0,752,0,747,0,751,239,*,709,537,380,325,295,196,470,670,354,364,687,523,470,245,79,41,33,203,8
23,Quintana Roo,001,Cozumel,0001,Cozumel,0028,001,87,44,43,6,3,3,81,41,40,80,40,40,73,37,36,70,37,33,66,36,30,*,*,0,7,3,4,9,*,7,3,0,3,4,*,3,7,*,6,23,13,7,6,97.73,17,63,7,1.73,59,31,28,25,10,15,67,33,34,11,5,6,*,*,*,0,0,0,*,*,*,*,0,*,6,12,7,5,6,4,*,0,*,0,*,14,5,7,*,3,0,*,*,66,*,*,0,*,*,0,*,0,*,3,0,3,*,0,*,0,0,0,*,0,*,0,0,0,8,3,5,*,*,*,*,0,*,9,5,4,48,27,21,12.06,12.78,11.24,52,24,28,20,13,7,52,24,28,0,0,0,25,62,42,7,0,*,10,0,0,3,26,37,10,70,6,*,10,30,18,12,87,48,39,36,30,36,30,30,30,*,4,87,2.9,0.82,30,0,12,18,*,9,20,30,0,30,30,0,30,18,30,0,30,0,30,0,30,9,0,30,20,19,16,8,6,17,29,16,18,30,27,21,12,6,0,0,*,0
23,Quintana Roo,001,Cozumel,0001,Cozumel,0028,002,63,35,28,0,0,0,63,35,28,61,33,28,56,33,23,56,33,23,55,33,22,4,*,*,3,0,3,*,0,*,0,0,0,*,0,*,3,*,*,15,11,9,*,80,7,49,7,1.42,36,22,14,19,8,11,51,27,24,7,3,4,*,*,0,0,0,0,*,*,0,*,0,*,5,*,0,*,*,*,0,0,0,0,0,8,3,4,0,0,0,3,*,53,*,*,0,0,0,0,0,0,0,*,0,*,*,0,*,0,0,0,0,0,0,0,0,0,*,*,0,9,6,3,*,0,*,5,3,*,39,22,17,12.13,11.79,12.61,45,25,20,11,8,3,45,25,20,0,0,0,21,42,28,6,0,0,8,0,0,*,27,15,14,48,*,0,13,29,19,10,63,38,25,36,29,36,29,29,29,6,*,63,2.17,0.77,29,0,21,8,6,8,15,29,0,29,22,0,29,20,29,0,29,0,29,0,29,9,0,27,15,17,15,8,12,15,25,13,14,28,25,17,15,5,3,0,3,0
23,Quintana Roo,001,Cozumel,0001,Cozumel,0028,003,133,64,69,3,*,*,130,62,68,122,58,64,106,53,53,99,51,48,93,47,46,12,6,6,12,3,9,14,3,11,7,*,5,6,4,*,9,*,7,36,19,9,10,107.81,34,85,14,1.62,81,39,42,45,22,23,104,50,54,16,7,9,6,*,5,0,0,0,6,*,5,6,0,6,13,*,*,*,16,10,6,*,*,*,0,14,*,11,*,*,0,*,0,103,4,*,*,*,*,*,0,0,0,6,4,*,4,*,3,0,0,0,*,0,*,3,*,*,5,4,*,12,6,6,*,0,*,19,9,10,54,27,27,10.79,10.78,10.81,74,34,40,32,19,13,74,34,40,0,0,0,37,96,53,16,*,*,20,0,5,0,34,60,12,78,15,*,39,40,14,26,133,46,87,50,40,50,40,40,40,4,6,133,3.33,1.23,40,0,19,21,9,14,17,40,0,40,35,0,38,16,40,0,40,0,40,0,40,10,0,38,28,16,18,22,11,22,37,21,19,37,30,24,16,6,0,*,10,0
23,Quintana Roo,001,Cozumel,0001,Cozumel,0028,004,70,32,38,*,0,*,68,32,36,66,31,35,59,30,29,59,30,29,57,29,28,3,*,*,6,*,5,5,*,4,0,0,0,*,*,*,5,*,3,20,11,4,7,118.75,11,53,6,1.83,41,18,23,29,14,15,63,30,33,3,*,*,3,*,*,0,0,0,3,*,*,3,0,3,7,5,*,3,7,*,4,0,*,0,0,4,*,*,0,0,0,*,0,59,*,*,*,0,0,0,0,0,0,*,*,*,*,0,*,0,0,0,0,0,0,*,0,*,3,*,*,3,*,*,*,0,*,9,5,4,41,21,20,12.68,12.93,12.41,42,22,20,16,8,8,42,22,20,0,0,0,13,57,25,23,0,*,6,0,*,0,13,34,12,65,0,0,5,23,7,16,70,25,45,28,23,28,23,23,23,*,4,70,3.04,0.88,23,0,11,12,*,9,13,23,0,20,20,3,22,10,23,0,23,0,20,0,23,3,0,23,19,16,16,12,7,12,23,12,12,23,17,21,9,6,0,0,6,0
23,Quintana Roo,001,Cozumel,0001,Cozumel,0028,005,43,26,17,0,0,0,43,26,17,43,26,17,39,24,15,39,24,15,39,24,15,0,0,0,4,*,*,3,*,*,0,0,0,0,0,0,*,*,*,9,12,8,4,65.38,4,31,8,1.33,29,19,10,11,4,7,40,24,16,*,0,*,*,0,*,0,0,0,*,0,*,*,0,*,*,0,0,0,3,*,*,*,*,*,0,7,3,4,0,*,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0,*,*,0,9,3,6,0,0,0,11,6,5,18,14,4,10.59,11.38,9.33,29,16,13,9,7,*,29,16,13,0,0,0,5,38,27,5,0,0,*,0,5,0,13,16,10,28,3,0,12,21,10,11,43,19,24,23,21,23,21,21,21,*,0,43,2.05,0.7,16,5,14,7,7,5,9,21,0,21,19,0,14,12,21,0,21,0,21,0,21,11,0,18,16,12,10,*,5,4,20,10,12,19,11,11,5,*,*,*,9,*
23,Quintana Roo,001,Cozumel,0001,Cozumel,0028,006,57,29,28,*,0,*,55,28,27,54,28,26,53,28,25,52,27,25,51,26,25,*,0,*,*,0,*,*,*,0,*,*,0,*,*,0,6,*,4,11,18,12,6,96.55,4,39,13,1.89,36,18,18,17,9,8,50,26,24,3,*,*,*,0,*,0,0,0,*,0,*,*,0,*,*,6,3,3,6,4,*,0,*,*,*,18,7,13,*,0,*,3,*,32,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0,0,0,0,9,7,*,5,4,*,*,*,0,6,*,5,31,14,17,10.79,9.59,12.08,36,16,20,17,12,5,36,16,20,0,0,0,20,36,24,11,0,0,4,0,0,*,21,22,10,50,*,*,*,22,9,13,57,23,34,29,22,29,22,22,22,6,*,57,2.59,0.77,21,0,10,11,6,*,13,21,0,21,20,0,20,11,21,0,21,0,21,0,21,9,0,20,13,10,8,9,6,17,18,7,11,18,12,16,4,*,*,*,9,0
