ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC
32,Zacatecas,000,Total de la entidad Zacatecas,0000,Total de la entidad,0000,000,1622138,831080,791058,88433,43820,44613,1531847,786319,745528,1468535,754957,713578,1251221,647354,603867,1161476,603251,558225,1075596,560838,514758,95323,47064,48259,185303,91901,93402,214037,105610,108427,89745,44103,45642,85880,42413,43467,185566,94884,90682,417958,199779,103595,96184,95.18,458804,1019736,141740,2.46,1423651,729334,694317,177107,90937,86170,1422921,735243,687678,32299,15941,16358,5005,2265,2740,187,114,73,4768,2132,2636,4781,128,4606,8299,15951,7926,8025,95934,47599,40487,13056,19700,18849,16640,200250,65559,127640,10474,39210,8833,37728,19145,1315501,31256,15258,15998,6040,2826,3214,8520,3637,4883,58485,30351,28134,59916,31879,28037,3915,1588,2327,43578,22632,20946,48093,23897,24196,128403,59344,69059,161353,77407,83946,36117,15302,20815,358262,199550,158712,388665,205343,183322,9.25,9.4,9.08,701031,252769,448262,545142,393260,151882,685806,249859,435947,15225,2910,12315,326238,1293059,526465,109229,4721,5041,640844,14392,7672,3787,406398,714715,129779,1497371,74177,694,46465,442623,123066,319557,1617376,392146,1225230,607828,442835,598567,433574,442263,442623,122979,42014,1617376,3.65,0.91,435827,5878,120202,321507,9990,45369,386348,439161,2557,433505,351593,8210,394034,86596,421392,8006,425727,15940,419715,757,420837,149089,2344,408430,372474,233328,267271,90766,136355,314535,416192,139371,138052,372814,204945,214337,51656,37622,13243,43316,214181,5383
32,Zacatecas,001,Apozol,0000,Total del municipio,0000,000,6260,3219,3041,308,149,159,5952,3070,2882,5744,2964,2780,4944,2555,2389,4622,2409,2213,4301,2255,2046,313,167,146,695,348,347,807,395,412,322,146,176,321,154,167,650,340,310,1510,1100,584,516,94.47,1638,3754,868,2.84,5665,2913,2752,485,249,236,5553,2898,2655,91,46,45,18,11,7,*,*,0,17,10,7,17,0,17,26,9,7,*,515,310,176,53,113,82,70,1096,466,702,26,268,55,166,58,4628,105,56,49,21,9,12,39,14,25,210,111,99,171,100,71,10,8,*,250,128,122,401,198,203,803,389,414,891,417,474,120,69,51,1321,762,559,956,496,460,7.5,7.63,7.37,2495,837,1658,2424,1711,713,2465,834,1631,30,3,27,792,5464,971,342,6,3,4081,53,67,29,1537,2888,519,6025,142,6,81,1812,597,1215,6260,1815,4445,2943,1812,2941,1810,1810,1812,657,474,6260,3.45,0.9,1763,47,624,1186,42,205,1563,1791,19,1791,1253,19,1685,44,1777,4,1784,26,1765,4,1776,772,8,1740,1570,881,945,386,583,1162,1666,391,501,1582,527,1024,55,74,71,120,1158,24
32,Zacatecas,001,Apozol,0001,Total de la localidad urbana,0000,000,2608,1352,1256,124,65,59,2484,1287,1197,2410,1252,1158,2037,1059,978,1911,1000,911,1770,932,838,129,66,63,318,162,156,353,181,172,126,59,67,141,68,73,264,138,126,642,440,239,201,92.9,697,1576,335,2.7,2253,1170,1083,287,144,143,2321,1218,1103,37,20,17,*,*,0,0,0,0,*,*,0,*,0,*,0,6,5,*,169,89,64,22,39,29,29,528,221,344,9,131,28,80,23,1898,34,19,15,7,3,4,12,4,8,102,57,45,92,47,45,5,4,*,99,52,47,124,67,57,290,144,146,345,172,173,52,31,21,504,290,214,538,266,272,8.33,8.27,8.4,1057,392,665,973,665,308,1051,392,659,6,0,6,313,2293,439,237,3,3,1618,*,5,4,640,1182,215,2507,53,0,46,760,260,500,2608,773,1835,1138,760,1136,758,759,760,222,156,2608,3.43,0.89,738,21,248,511,18,94,647,754,5,755,739,4,719,25,751,0,755,4,749,0,751,331,4,734,667,366,388,154,301,513,700,214,287,662,287,417,38,45,27,42,427,10
32,Zacatecas,001,Apozol,0001,Total AGEB urbana,0116,000,1303,677,626,57,33,24,1246,644,602,1213,629,584,1037,546,491,975,517,458,917,484,433,65,29,36,144,69,75,168,83,85,62,29,33,58,33,25,139,71,68,320,235,130,105,92.47,328,798,177,2.65,1104,576,528,160,77,83,1156,609,547,22,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,90,43,38,10,19,11,15,279,122,175,7,69,13,47,15,924,22,10,12,*,0,*,7,3,4,45,30,15,55,28,27,*,*,0,49,28,21,62,36,26,158,86,72,161,83,78,16,9,7,239,134,105,307,147,160,8.55,8.31,8.83,576,223,353,459,321,138,573,223,350,3,0,3,121,1182,261,138,3,*,785,0,0,4,311,622,104,1263,14,0,26,387,146,241,1303,433,870,576,387,575,386,386,387,119,70,1303,3.37,0.84,380,6,128,258,8,42,336,383,3,383,369,3,364,15,383,0,383,3,379,0,383,150,*,377,342,198,218,83,172,237,353,128,168,340,168,219,24,26,14,20,194,4
32,Zacatecas,001,Apozol,0001,Apozol,0116,001,12,8,4,0,0,0,12,8,4,12,8,4,8,4,4,8,4,4,8,4,4,*,*,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,*,4,*,*,50,4,4,4,5.25,7,3,4,*,*,0,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,3,3,*,0,*,0,*,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,*,0,0,0,0,0,0,*,0,*,3,*,*,7.75,6.5,9,3,*,*,5,3,*,3,*,*,0,0,0,3,9,3,0,0,*,4,0,0,0,0,8,0,11,0,0,*,4,*,*,12,7,5,9,4,9,4,4,4,*,4,12,3,0.48,4,0,*,*,0,0,4,4,0,4,4,0,4,0,4,0,4,0,4,0,4,*,0,4,4,3,3,*,*,3,*,0,*,4,0,*,0,0,*,0,4,0
32,Zacatecas,001,Apozol,0001,Apozol,0116,002,21,12,9,*,*,0,20,11,9,18,10,8,13,7,6,13,7,6,13,7,6,*,*,*,5,3,*,4,3,*,0,0,0,0,0,0,0,0,0,*,7,4,3,75,8,8,5,4.57,18,10,8,3,*,*,17,10,7,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,6,4,3,0,*,0,3,0,14,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0,7,3,4,0,0,0,0,0,0,*,*,0,3,*,*,6.15,5.86,6.5,4,*,3,9,6,3,4,*,3,0,0,0,6,15,3,0,0,0,11,0,0,*,0,10,3,21,0,0,0,8,3,5,21,4,17,24,8,24,8,8,8,8,8,21,2.63,0.64,8,0,6,*,0,*,6,7,*,8,8,0,8,0,8,0,8,0,7,0,8,6,0,7,7,4,*,*,*,5,6,0,3,5,3,4,0,0,*,*,5,*
32,Zacatecas,001,Apozol,0001,Apozol,0116,003,124,62,62,6,3,3,118,59,59,118,59,59,102,53,49,96,52,44,88,48,40,*,*,0,14,4,10,18,3,15,6,*,5,8,4,4,12,6,6,39,17,6,11,100,28,85,11,1.96,108,52,56,8,5,3,108,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,*,3,0,0,0,0,36,9,28,0,7,0,*,0,83,0,0,0,0,0,0,0,0,0,8,4,4,8,4,4,0,0,0,4,3,*,*,*,0,14,8,6,16,8,8,*,0,*,14,8,6,42,22,20,9.63,9.42,9.86,65,31,34,37,22,15,65,31,34,0,0,0,17,107,31,22,0,0,55,0,0,0,34,59,9,122,*,0,0,40,21,19,124,69,55,63,40,63,40,40,40,17,6,124,3.1,0.76,40,0,16,24,0,4,36,40,0,40,40,0,40,*,40,0,40,0,40,0,40,15,0,40,38,27,23,12,23,21,38,18,17,35,19,26,6,6,*,4,17,0
32,Zacatecas,001,Apozol,0001,Apozol,0116,004,30,16,14,0,0,0,30,16,14,30,16,14,27,15,12,26,14,12,25,13,12,0,0,0,3,*,*,3,*,*,*,*,0,*,*,0,4,*,*,7,7,4,3,87.5,4,21,5,3,21,13,8,9,3,6,29,16,13,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,*,0,0,*,0,8,6,6,0,*,*,0,0,19,0,0,0,0,0,0,0,0,0,*,*,0,4,*,*,0,0,0,*,*,0,0,0,0,3,3,0,*,*,*,0,0,0,*,*,*,18,8,10,12.5,10.5,14.83,15,5,10,12,10,*,15,5,10,0,0,0,3,27,11,13,0,0,5,0,0,0,12,10,5,28,0,0,*,11,4,7,30,11,19,16,11,15,10,11,11,5,0,30,2.73,0.6,11,0,4,7,0,*,10,11,0,11,11,0,11,0,11,0,11,0,11,0,11,3,0,11,9,4,8,*,6,7,10,6,9,10,6,9,*,0,0,0,3,0
32,Zacatecas,001,Apozol,0001,Apozol,0116,005,54,29,25,4,*,*,50,27,23,48,26,22,43,24,19,42,24,18,40,22,18,4,*,*,3,*,*,3,0,3,*,0,*,*,*,0,7,3,4,16,7,3,4,86.21,12,35,7,1.96,39,22,17,13,5,8,45,24,21,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,*,0,9,5,5,0,*,0,*,*,43,*,*,*,0,0,0,0,0,0,*,*,0,*,*,*,0,0,0,0,0,0,0,0,0,4,0,4,5,4,*,0,0,0,6,4,*,26,15,11,11.33,11.96,10.5,20,13,7,23,11,12,20,13,7,0,0,0,11,43,8,16,0,0,19,0,0,0,16,23,4,54,0,0,0,12,7,5,54,34,20,22,12,22,12,12,12,4,6,54,4.5,1.02,12,0,*,11,0,0,12,12,0,12,12,0,12,*,12,0,12,0,12,0,12,3,0,12,12,7,8,*,7,5,11,8,7,12,9,9,*,0,*,0,3,0
32,Zacatecas,001,Apozol,0001,Apozol,0116,006,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
