ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC
17,Morelos,000,Total de la entidad Morelos,0000,Total de la entidad,0000,000,1971520,1020673,950847,82809,40825,41984,1887763,979359,908404,1825133,948425,876708,1600850,837953,762897,1502021,789341,712680,1401829,740381,661448,94561,46560,48001,192352,94846,97506,228436,112386,116050,98829,48612,50217,100192,48960,51232,228608,115646,112962,528439,273903,147439,126464,93.16,468551,1312593,189428,2.06,1451544,741049,710495,500693,269893,230800,1733153,903197,829956,78624,40753,37871,38110,19509,18601,912,604,308,36939,18801,18138,37569,838,36473,82634,38331,19604,18727,109255,54229,45903,16089,25711,19042,20931,256802,84843,160170,15549,56495,10697,57423,24482,1592974,35852,17580,18272,8170,3814,4356,8889,3680,5209,72466,36989,35477,78261,40682,37579,5072,2123,2949,66663,39647,27016,78427,44731,33696,106574,55734,50840,183865,96333,87532,43438,19359,24079,392018,205123,186895,649809,341928,307881,9.84,9.81,9.88,1017989,439091,578898,577216,396865,180351,996215,432886,563329,21774,6205,15569,552170,1416884,616556,148496,4263,11688,618457,6207,24432,6869,529970,842395,227394,1399556,282384,3702,282418,560669,195480,365189,1961679,631458,1330221,819501,560941,794736,536176,559102,560669,138378,120182,1961679,3.5,0.96,537239,21532,184845,373945,41046,97238,420499,556409,2394,536178,461234,22616,443017,259855,543484,9132,548632,10094,528548,571,543027,287368,4303,504256,369825,232525,234837,77104,101999,389920,509829,204850,236487,499787,307830,222853,90825,48209,24696,34950,227132,7724
17,Morelos,001,Amacuzac,0000,Total del municipio,0000,000,17598,9149,8449,812,422,390,16786,8727,8059,16071,8368,7703,13864,7275,6589,12922,6826,6096,11956,6344,5612,1117,552,565,1805,900,905,2096,1025,1071,942,449,493,966,482,484,1987,1009,978,4487,2616,1399,1217,92.35,4676,11027,1895,2.5,13369,6845,6524,4073,2229,1844,15488,8059,7429,499,286,213,40,23,17,0,0,0,40,23,17,40,0,40,123,105,50,55,1047,568,452,178,265,202,227,2184,858,1337,142,478,94,398,191,14291,469,226,243,107,48,59,126,55,71,678,331,347,497,247,250,42,22,20,1029,640,389,1046,608,438,1293,699,594,1996,1084,912,343,171,172,3812,1959,1853,3984,2071,1913,8.52,8.42,8.64,7649,2876,4773,6177,4383,1794,7514,2855,4659,135,21,114,2563,15029,3253,1505,49,94,9955,23,94,139,4202,7642,2018,13748,2161,0,1682,4991,1722,3269,17595,5533,12062,7050,4992,6852,4794,4974,4991,1796,262,17595,3.53,1.07,4738,234,1818,3155,454,1126,3393,4940,33,4842,3767,131,3792,2462,4708,138,4746,227,4642,11,4703,3200,80,4536,2910,1386,1545,479,379,2849,4239,979,1827,4056,1919,1833,277,130,454,570,2895,175
17,Morelos,001,Amacuzac,0001,Total de la localidad urbana,0000,000,5575,2925,2650,216,118,98,5359,2807,2552,5140,2699,2441,4499,2390,2109,4199,2249,1950,3905,2096,1809,340,161,179,520,256,264,622,307,315,300,141,159,294,153,141,665,337,328,1495,793,441,352,90.6,1376,3645,554,2.15,4441,2305,2136,1092,602,490,4960,2601,2359,171,96,75,11,8,3,0,0,0,11,8,3,11,0,11,33,30,15,15,346,175,157,48,78,54,60,723,238,458,36,142,24,142,61,4482,102,46,56,20,8,12,30,9,21,227,118,109,217,108,109,11,5,6,185,123,62,215,132,83,318,178,140,514,289,225,117,56,61,1070,561,509,1820,952,868,9.71,9.57,9.88,2693,1117,1576,1800,1269,531,2646,1106,1540,47,11,36,1028,4547,1306,891,39,24,2289,*,20,10,1484,2349,666,4559,556,0,458,1628,569,1059,5572,1770,3802,2162,1629,2098,1565,1619,1628,457,76,5572,3.42,0.95,1566,52,578,1040,123,305,1190,1614,4,1601,1487,17,1309,930,1573,24,1577,41,1563,0,1572,921,11,1491,1043,610,627,180,114,947,1452,486,704,1442,811,835,164,80,90,83,741,22
17,Morelos,001,Amacuzac,0001,Total AGEB urbana,0060,000,1415,737,678,49,24,25,1366,713,653,1312,686,626,1139,601,538,1059,562,497,988,527,461,89,45,44,138,67,71,168,87,81,80,39,41,71,35,36,191,99,92,377,175,94,81,91.99,356,940,119,2.2,1092,559,533,313,175,138,1263,659,604,47,27,20,*,0,*,0,0,0,*,0,*,*,0,*,6,11,4,7,52,35,17,8,8,9,6,192,62,136,7,40,5,30,15,1162,30,12,18,5,4,*,8,4,4,52,26,26,57,26,31,6,3,3,44,26,18,59,34,25,94,47,47,139,76,63,33,19,14,320,168,152,382,201,181,9.14,9.11,9.16,693,283,410,442,315,127,686,282,404,7,*,6,290,1125,351,139,10,4,623,*,0,0,379,593,167,1045,232,0,138,419,140,279,1415,421,994,601,419,593,411,416,419,156,26,1415,3.38,0.95,406,9,159,256,35,75,305,414,*,408,327,7,318,210,408,*,409,6,401,0,408,258,5,372,259,143,134,62,35,252,360,98,150,366,177,199,34,17,29,34,219,11
17,Morelos,001,Amacuzac,0001,Amacuzac,0060,001,85,42,43,4,*,*,81,40,41,77,39,38,73,38,35,67,35,32,66,34,32,5,*,4,3,*,*,8,4,4,6,3,3,*,*,0,10,4,6,20,17,6,11,102.38,18,58,9,2.53,64,30,34,21,12,9,76,39,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,5,*,4,0,0,0,0,*,76,3,*,*,0,0,0,0,0,0,*,*,0,3,*,*,0,0,0,*,*,*,*,*,*,7,3,4,11,8,3,*,0,*,15,9,6,30,13,17,9.55,9.34,9.78,45,17,28,28,21,7,45,17,28,0,0,0,22,63,24,14,0,0,25,0,0,0,24,35,14,57,26,0,*,22,7,15,85,28,57,41,22,39,20,22,22,13,6,85,3.86,1.04,22,0,5,17,*,3,18,22,0,22,9,0,17,14,22,0,22,0,22,0,22,11,0,22,18,13,9,6,*,15,22,4,16,22,17,17,0,0,0,0,5,0
17,Morelos,001,Amacuzac,0001,Amacuzac,0060,002,22,11,11,0,0,0,22,11,11,20,9,11,20,9,11,19,9,10,19,9,10,*,*,0,0,0,0,*,0,*,*,0,*,0,0,0,4,*,*,5,4,*,3,100,3,16,3,3,18,10,8,4,*,3,20,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,*,0,*,0,15,*,*,0,0,0,0,0,0,0,0,0,0,3,*,*,0,0,0,0,0,0,0,0,0,0,0,0,3,*,*,0,0,0,5,*,3,11,5,6,10.84,10.33,11.3,13,5,8,7,4,3,12,5,7,*,0,*,0,22,11,4,0,0,7,0,0,0,6,14,0,6,11,0,5,7,0,7,22,0,22,8,7,8,7,7,7,*,0,22,3.14,0.81,7,0,*,6,0,0,7,7,0,7,7,0,7,3,7,0,7,0,7,0,7,5,0,6,6,3,*,*,0,4,6,*,*,7,4,4,*,0,0,0,3,0
17,Morelos,001,Amacuzac,0001,Amacuzac,0060,003,79,45,34,3,*,*,76,43,33,75,43,32,70,40,30,67,38,29,61,34,27,*,*,*,4,*,*,4,3,*,3,*,*,6,4,*,15,8,7,28,13,8,5,75.56,12,57,10,2.08,49,33,16,30,12,18,64,40,24,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,*,*,*,0,*,13,6,9,*,3,0,*,0,61,0,0,0,0,0,0,0,0,0,5,4,*,11,6,5,0,0,0,*,*,*,*,0,*,5,4,*,6,3,3,*,0,*,20,11,9,31,18,13,10.03,9.89,10.21,45,20,25,25,20,5,45,20,25,0,0,0,27,52,33,7,0,0,10,*,0,0,28,31,11,74,4,0,*,26,10,16,79,24,55,30,26,30,26,23,26,4,0,79,3.04,0.73,22,0,11,11,*,*,19,22,0,21,12,*,19,4,22,0,22,0,21,0,22,12,0,20,17,11,9,4,*,8,20,5,9,19,11,11,*,3,*,*,10,*
17,Morelos,001,Amacuzac,0001,Amacuzac,0060,005,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
17,Morelos,001,Amacuzac,0001,Amacuzac,0060,006,11,6,5,*,*,0,10,5,5,10,5,5,9,4,5,9,4,5,9,4,5,0,0,0,*,*,0,*,*,0,0,0,0,0,0,0,*,0,*,*,3,*,*,83.33,*,6,3,2.5,7,5,*,4,*,3,9,5,4,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,*,0,*,0,*,0,8,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0,*,*,*,5,*,3,11.11,10.5,11.6,5,*,3,4,*,*,5,*,3,0,0,0,0,11,6,4,0,0,*,0,0,0,*,7,*,6,*,0,4,4,*,3,11,*,10,5,4,5,4,4,4,*,0,11,2.75,0.85,4,0,*,3,0,0,4,4,0,4,4,0,*,0,4,0,4,0,4,0,4,4,0,4,3,*,0,0,0,4,4,*,3,4,*,3,*,*,0,0,*,0
17,Morelos,001,Amacuzac,0001,Amacuzac,0060,007,9,3,6,0,0,0,9,3,6,9,3,6,9,3,6,8,3,5,7,3,4,0,0,0,0,0,0,*,0,*,*,0,*,*,0,*,*,0,*,3,0,0,0,200,*,8,0,1,6,*,4,3,*,*,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,*,3,3,*,*,10.25,10,10.4,7,3,4,*,0,*,7,3,4,0,0,0,*,7,3,*,0,0,3,0,0,0,7,*,*,4,4,0,*,4,*,3,9,3,6,4,4,4,4,4,4,0,0,9,2.25,0.82,4,0,*,*,*,*,*,4,0,4,4,0,3,0,4,0,4,0,4,0,4,3,0,3,0,*,*,0,0,4,3,*,*,4,*,3,*,0,0,0,*,0
