ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC
18,Nayarit,000,Total de la entidad Nayarit,0000,Total de la entidad,0000,000,1235456,623178,612278,59549,29305,30244,1174739,593277,581462,1130687,571583,559104,970696,493004,477692,903410,460032,443378,839831,428885,410946,66425,32618,33807,137618,67655,69963,159632,78278,81354,67286,32972,34314,63579,31147,32432,138177,69280,68897,317166,157395,81354,76041,98.25,330878,793713,109697,2.3,965314,487106,478208,252605,127449,125156,1064884,541323,523561,55706,27272,28434,69069,35187,33882,11473,6715,4758,57037,28201,28836,66001,9905,55540,89853,10416,5032,5384,68216,33252,27918,10091,13188,11900,12564,156741,48994,96274,9179,29097,5530,34194,16655,1001873,23808,11535,12273,5356,2546,2810,5638,2347,3291,47402,24182,23220,47282,25217,22065,4873,2089,2784,40464,20831,19633,45126,22485,22641,85828,40428,45400,100742,49494,51248,29725,12749,16976,223665,114111,109554,386636,203796,182840,9.73,9.89,9.56,609556,250247,359309,356473,241810,114663,601969,248278,353691,7587,1969,5618,273039,960563,464297,122902,6565,6392,346383,21313,12946,5562,313489,531586,125256,1028909,98696,3862,101096,361270,118848,242422,1226176,372932,853244,482910,361596,474053,352739,360079,361270,77373,43941,1226176,3.39,0.94,348366,11279,112514,247153,17754,58219,283690,353523,6147,350333,306832,9339,242430,111446,345484,2577,346187,13432,340031,2415,344318,158382,6756,322557,264678,150052,164221,82182,84018,225455,324282,125693,108011,318700,169289,178574,60325,35983,20501,28481,167969,9171
18,Nayarit,001,Acaponeta,0000,Total del municipio,0000,000,37232,18617,18615,1822,858,964,35395,17751,17644,34125,17136,16989,29314,14833,14481,27292,13839,13453,25360,12872,12488,1936,914,1022,4145,2004,2141,4775,2359,2416,2022,994,1028,1932,967,965,3897,1959,1938,8787,6032,3026,3006,99.99,9925,22921,4371,2.64,32447,16094,16353,4481,2375,2106,32819,16492,16327,1153,593,560,824,438,386,4,3,*,819,435,384,808,4,803,1570,80,29,51,2214,1128,847,283,435,398,368,5195,1772,3247,328,998,188,986,547,29562,545,254,291,109,49,60,78,31,47,1625,834,791,1439,777,662,151,51,100,1551,719,832,1509,677,832,3098,1451,1647,2967,1463,1504,630,283,347,7027,3636,3391,10907,5697,5210,9.37,9.6,9.13,17414,6672,10742,11774,8140,3634,17245,6624,10621,169,48,121,6140,31065,10987,4941,79,1001,14554,190,129,187,9354,15829,4130,34415,1359,5,1418,10861,3629,7232,37092,11589,25503,14060,10864,13864,10668,10810,10861,2013,1183,37092,3.42,1.01,10403,399,3986,6815,644,2217,7941,10660,142,10457,7332,345,5686,3393,10188,115,10282,520,10074,58,10172,5301,237,9564,7421,3327,4034,2816,4262,6211,9444,2388,2946,9124,3367,5034,751,406,829,1265,6836,401
18,Nayarit,001,Acaponeta,0001,Total de la localidad urbana,0000,000,19976,10345,9631,994,458,536,18967,9879,9088,18269,9534,8735,15693,8312,7381,14626,7796,6830,13530,7217,6313,1056,505,551,2218,1062,1156,2574,1261,1313,1067,516,551,1096,579,517,2170,1151,1019,5146,2818,1482,1336,93.1,5335,12629,1997,2.27,17136,8816,8320,2672,1452,1220,17643,9213,8430,572,306,266,244,131,113,*,*,0,242,130,112,242,*,240,620,38,14,24,1029,540,410,112,188,207,156,2490,814,1526,149,441,94,436,225,16334,281,131,150,63,28,35,38,17,21,953,510,443,943,536,407,71,25,46,435,245,190,534,272,262,1006,532,474,1315,685,630,272,120,152,3411,1800,1611,7429,4003,3426,10.56,10.66,10.45,9322,4126,5196,6335,4174,2161,9197,4092,5105,125,34,91,3392,16559,7303,3614,28,569,5418,9,102,117,5230,8071,2391,18379,805,3,760,5765,2240,3525,19976,7318,12658,7321,5765,7169,5613,5743,5765,993,563,19976,3.47,0.99,5631,105,1984,3751,314,1071,4351,5722,14,5683,5621,53,3652,1521,5656,16,5664,72,5626,5,5648,2678,48,5372,4278,2311,2391,1380,2069,3242,5187,1925,2421,5113,2558,3093,687,353,339,359,2785,93
18,Nayarit,001,Acaponeta,0001,Total AGEB urbana,007A,000,1857,997,860,61,35,26,1784,956,828,1724,930,794,1548,850,698,1481,820,661,1412,786,626,78,35,43,158,71,87,171,83,88,67,30,37,69,34,35,180,98,82,422,443,263,180,86.26,364,1125,356,2.25,1614,862,752,216,122,94,1667,903,764,51,25,26,8,*,6,0,0,0,8,*,6,8,0,8,17,*,*,*,162,83,64,16,24,42,25,295,100,201,15,57,6,54,31,1376,22,9,13,3,0,3,3,*,*,64,33,31,97,59,38,*,0,*,30,17,13,28,14,14,86,45,41,167,102,65,26,12,14,221,116,105,897,497,400,11.43,11.53,11.32,874,408,466,670,440,230,867,408,459,7,0,7,350,1494,665,520,*,22,330,0,15,5,522,741,285,1772,33,0,40,609,255,354,1857,710,1147,826,609,801,584,605,609,163,54,1857,3.05,0.79,599,*,215,386,12,93,496,600,*,594,593,7,480,311,599,0,599,*,594,*,599,285,*,582,486,324,272,107,195,377,557,257,370,517,377,387,118,54,30,24,190,5
18,Nayarit,001,Acaponeta,0001,Acaponeta,007A,001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Nayarit,001,Acaponeta,0001,Acaponeta,007A,002,8,5,3,0,0,0,8,5,3,8,5,3,8,5,3,7,5,*,6,4,*,0,0,0,0,0,0,*,0,*,*,0,*,*,*,0,0,0,0,*,*,*,0,60,*,6,*,2.8,8,5,3,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,*,0,*,0,*,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,0,4,*,*,11.71,10.8,14,4,*,*,4,3,*,4,*,*,0,0,0,0,8,7,*,0,0,0,0,0,0,*,4,*,8,0,0,0,3,*,*,8,*,6,4,3,4,3,3,3,*,0,8,2.67,0.73,3,0,*,*,0,0,3,3,0,3,3,0,3,*,3,0,3,0,3,0,3,*,0,3,3,3,*,0,*,*,3,*,3,*,3,3,3,*,0,0,0,0
18,Nayarit,001,Acaponeta,0001,Acaponeta,007A,003,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
18,Nayarit,001,Acaponeta,0001,Acaponeta,007A,004,38,23,15,0,0,0,36,22,14,36,22,14,34,20,14,31,19,12,30,19,11,0,0,0,*,*,0,5,3,*,3,*,*,*,0,*,*,*,*,8,13,8,5,65.22,5,19,12,2.1,33,20,13,3,*,*,36,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,*,*,*,*,6,*,4,0,*,0,*,*,25,0,0,0,0,0,0,*,0,*,*,0,*,*,*,0,0,0,0,0,0,0,0,0,0,3,*,*,4,3,*,0,0,0,4,3,*,18,10,8,11.81,11.37,12.5,18,10,8,16,10,6,18,10,8,0,0,0,6,30,15,11,0,0,4,0,0,0,13,17,4,34,*,0,0,15,7,8,38,12,26,18,15,18,15,15,15,*,*,38,2.53,0.58,14,0,6,8,0,*,12,14,0,14,14,0,13,10,14,0,14,0,14,0,14,11,0,12,12,8,3,3,3,13,14,6,10,13,12,12,*,3,0,0,*,0
18,Nayarit,001,Acaponeta,0001,Acaponeta,007A,005,7,3,4,0,0,0,6,*,4,6,*,4,6,*,4,6,*,4,6,*,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,133.33,0,6,0,1.5,6,*,4,0,0,0,6,*,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,*,4,14.83,14,15.25,6,*,4,0,0,0,6,*,4,0,0,0,*,4,4,0,0,0,0,0,0,0,3,*,*,6,0,0,0,3,*,*,7,*,6,4,3,4,3,3,3,*,0,7,2.33,0.5,*,0,*,*,0,0,*,*,0,*,*,0,*,*,*,0,*,0,*,0,*,0,0,*,*,*,*,*,0,*,*,*,*,*,*,*,*,*,0,0,*,0
18,Nayarit,001,Acaponeta,0001,Acaponeta,007A,006,89,43,46,*,*,0,87,41,46,84,40,44,75,36,39,74,36,38,72,35,37,4,*,*,8,3,5,7,3,4,*,0,*,*,*,*,15,7,8,22,20,10,10,106.98,15,58,16,2.11,78,38,40,11,5,6,79,37,42,4,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,0,0,*,0,10,6,6,*,*,0,*,*,68,0,0,0,0,0,0,0,0,0,*,*,*,10,5,5,0,0,0,*,0,*,*,0,*,*,0,*,5,3,*,0,0,0,13,8,5,51,23,28,12.82,12.97,12.68,44,21,23,31,15,16,44,21,23,0,0,0,4,85,44,33,*,0,17,0,*,*,27,44,4,88,0,0,*,21,3,18,89,8,81,27,21,27,21,21,21,5,*,89,4.24,0.9,21,0,3,18,0,*,20,21,0,21,21,0,19,7,21,0,21,0,21,0,21,9,0,21,19,13,11,4,6,13,20,12,14,18,15,15,5,6,0,*,5,0
